GCF_000210115.1	Alias	GCA_000210115
GCF_001054705.1	geo_loc_name	USA: WA
GCF_001054705.1	host	Homo sapiens
GCF_001054705.1	host_disease	missing
GCF_001054705.1	isolation_source	missing
GCF_001054705.1	lat_lon	missing
GCF_001054705.1	strain	226_EFLS
GCF_001054775.1	collected_by	UW clinical laboratory
GCF_001054775.1	collection_date	Unknown
GCF_001054775.1	geo_loc_name	USA: WA
GCF_001054775.1	host	Homo sapiens
GCF_001054775.1	host_disease	missing
GCF_001054775.1	isolation_source	missing
GCF_001054775.1	lat_lon	missing
GCF_001054775.1	strain	254_EFLS
GCF_001054785.1	collected_by	UW clinical laboratory
GCF_001054785.1	collection_date	Unknown
GCF_001054785.1	geo_loc_name	USA: WA
GCF_001054785.1	host	Homo sapiens
GCF_001054785.1	host_disease	missing
GCF_001054785.1	isolation_source	missing
GCF_001054785.1	lat_lon	missing
GCF_001054785.1	strain	258.rep2_EFLS
GCF_001054975.1	collected_by	UW clinical laboratory
GCF_001054975.1	collection_date	Unknown
GCF_001054975.1	geo_loc_name	USA: WA
GCF_001054975.1	host	Homo sapiens
GCF_001054975.1	host_disease	missing
GCF_001054975.1	isolation_source	missing
GCF_001054975.1	lat_lon	missing
GCF_001054975.1	strain	361_EFLS
GCF_001055025.1	collected_by	UW clinical laboratory
GCF_001055025.1	collection_date	Unknown
GCF_001055025.1	geo_loc_name	USA: WA
GCF_001055025.1	host	Homo sapiens
GCF_001055025.1	host_disease	missing
GCF_001055025.1	isolation_source	missing
GCF_001055025.1	lat_lon	missing
GCF_001055025.1	strain	391_EFLS
GCF_001055055.1	collected_by	UW clinical laboratory
GCF_001055055.1	collection_date	Unknown
GCF_001055055.1	geo_loc_name	USA: WA
GCF_001055055.1	host	Homo sapiens
GCF_001055055.1	host_disease	missing
GCF_001055055.1	isolation_source	missing
GCF_001055055.1	lat_lon	missing
GCF_001055055.1	strain	406_EFLS
GCF_001055135.1	collected_by	UW clinical laboratory
GCF_001055135.1	collection_date	Unknown
GCF_001055135.1	geo_loc_name	USA: WA
GCF_001055135.1	host	Homo sapiens
GCF_001055135.1	host_disease	missing
GCF_001055135.1	isolation_source	missing
GCF_001055135.1	lat_lon	missing
GCF_001055135.1	strain	463_EFLS
GCF_001055355.1	collected_by	UW clinical laboratory
GCF_001055355.1	collection_date	Unknown
GCF_001055355.1	geo_loc_name	USA: WA
GCF_001055355.1	host	Homo sapiens
GCF_001055355.1	host_disease	missing
GCF_001055355.1	isolation_source	missing
GCF_001055355.1	lat_lon	missing
GCF_001055355.1	strain	556_EFLS
GCF_001055395.1	collected_by	UW clinical laboratory
GCF_001055395.1	collection_date	Unknown
GCF_001055395.1	geo_loc_name	USA: WA
GCF_001055395.1	host	Homo sapiens
GCF_001055395.1	host_disease	missing
GCF_001055395.1	isolation_source	missing
GCF_001055395.1	lat_lon	missing
GCF_001055395.1	strain	581_EFLS
GCF_001055435.1	collected_by	UW clinical laboratory
GCF_001055435.1	collection_date	Unknown
GCF_001055435.1	geo_loc_name	USA: WA
GCF_001055435.1	host	Homo sapiens
GCF_001055435.1	host_disease	missing
GCF_001055435.1	isolation_source	missing
GCF_001055435.1	lat_lon	missing
GCF_001055435.1	strain	606_EFLS
GCF_001055475.1	collected_by	UW clinical laboratory
GCF_001055475.1	collection_date	Unknown
GCF_001055475.1	geo_loc_name	USA: WA
GCF_001055475.1	host	Homo sapiens
GCF_001055475.1	host_disease	missing
GCF_001055475.1	isolation_source	missing
GCF_001055475.1	lat_lon	missing
GCF_001055475.1	strain	610_EFLS
GCF_001055675.1	collected_by	UW clinical laboratory
GCF_001055675.1	collection_date	Unknown
GCF_001055675.1	geo_loc_name	USA: WA
GCF_001055675.1	host	Homo sapiens
GCF_001055675.1	host_disease	missing
GCF_001055675.1	isolation_source	missing
GCF_001055675.1	lat_lon	missing
GCF_001055675.1	strain	183_EFLS
GCF_001055725.1	collected_by	UW clinical laboratory
GCF_001055725.1	collection_date	Unknown
GCF_001055725.1	geo_loc_name	USA: WA
GCF_001055725.1	host	Homo sapiens
GCF_001055725.1	host_disease	missing
GCF_001055725.1	isolation_source	missing
GCF_001055725.1	lat_lon	missing
GCF_001055725.1	strain	188_EFLS
GCF_001055765.1	collected_by	UW clinical laboratory
GCF_001055765.1	collection_date	Unknown
GCF_001055765.1	geo_loc_name	USA: WA
GCF_001055765.1	host	Homo sapiens
GCF_001055765.1	host_disease	missing
GCF_001055765.1	isolation_source	missing
GCF_001055765.1	lat_lon	missing
GCF_001055765.1	strain	190_EFLS
GCF_001055875.1	collected_by	UW clinical laboratory
GCF_001055875.1	collection_date	Unknown
GCF_001055875.1	geo_loc_name	USA: WA
GCF_001055875.1	host	Homo sapiens
GCF_001055875.1	host_disease	missing
GCF_001055875.1	isolation_source	missing
GCF_001055875.1	lat_lon	missing
GCF_001055875.1	strain	200_EFLS
GCF_001055935.1	collected_by	UW clinical laboratory
GCF_001055935.1	collection_date	Unknown
GCF_001055935.1	geo_loc_name	USA: WA
GCF_001055935.1	host	Homo sapiens
GCF_001055935.1	host_disease	missing
GCF_001055935.1	isolation_source	missing
GCF_001055935.1	lat_lon	missing
GCF_001055935.1	strain	213_EFLS
GCF_001055955.1	collected_by	UW clinical laboratory
GCF_001055955.1	collection_date	Unknown
GCF_001055955.1	geo_loc_name	USA: WA
GCF_001055955.1	host	Homo sapiens
GCF_001055955.1	host_disease	missing
GCF_001055955.1	isolation_source	missing
GCF_001055955.1	lat_lon	missing
GCF_001055955.1	strain	222_EFLS
GCF_001056045.1	collected_by	UW clinical laboratory
GCF_001056045.1	collection_date	Unknown
GCF_001056045.1	geo_loc_name	USA: WA
GCF_001056045.1	host	Homo sapiens
GCF_001056045.1	host_disease	missing
GCF_001056045.1	isolation_source	missing
GCF_001056045.1	lat_lon	missing
GCF_001056045.1	strain	244_EFLS
GCF_001056075.1	collected_by	UW clinical laboratory
GCF_001056075.1	collection_date	Unknown
GCF_001056075.1	geo_loc_name	USA: WA
GCF_001056075.1	host	Homo sapiens
GCF_001056075.1	host_disease	missing
GCF_001056075.1	isolation_source	missing
GCF_001056075.1	lat_lon	missing
GCF_001056075.1	strain	253_EFLS
GCF_001056115.1	collected_by	UW clinical laboratory
GCF_001056115.1	collection_date	Unknown
GCF_001056115.1	geo_loc_name	USA: WA
GCF_001056115.1	host	Homo sapiens
GCF_001056115.1	host_disease	missing
GCF_001056115.1	isolation_source	missing
GCF_001056115.1	lat_lon	missing
GCF_001056115.1	strain	257_EFLS
GCF_001056125.1	collected_by	UW clinical laboratory
GCF_001056125.1	collection_date	Unknown
GCF_001056125.1	geo_loc_name	USA: WA
GCF_001056125.1	host	Homo sapiens
GCF_001056125.1	host_disease	missing
GCF_001056125.1	isolation_source	missing
GCF_001056125.1	lat_lon	missing
GCF_001056125.1	strain	258.rep1_EFLS
GCF_001056135.1	collected_by	UW clinical laboratory
GCF_001056135.1	collection_date	Unknown
GCF_001056135.1	geo_loc_name	USA: WA
GCF_001056135.1	host	Homo sapiens
GCF_001056135.1	host_disease	missing
GCF_001056135.1	isolation_source	missing
GCF_001056135.1	lat_lon	missing
GCF_001056135.1	strain	26_EFLS
GCF_001056555.1	collected_by	UW clinical laboratory
GCF_001056555.1	collection_date	Unknown
GCF_001056555.1	geo_loc_name	USA: WA
GCF_001056555.1	host	Homo sapiens
GCF_001056555.1	host_disease	missing
GCF_001056555.1	isolation_source	missing
GCF_001056555.1	lat_lon	missing
GCF_001056555.1	strain	388_EFLS
GCF_001056625.1	collected_by	UW clinical laboratory
GCF_001056625.1	collection_date	Unknown
GCF_001056625.1	geo_loc_name	USA: WA
GCF_001056625.1	host	Homo sapiens
GCF_001056625.1	host_disease	missing
GCF_001056625.1	isolation_source	missing
GCF_001056625.1	lat_lon	missing
GCF_001056625.1	strain	412_EFLS
GCF_001056735.1	collected_by	UW clinical laboratory
GCF_001056735.1	collection_date	Unknown
GCF_001056735.1	geo_loc_name	USA: WA
GCF_001056735.1	host	Homo sapiens
GCF_001056735.1	host_disease	missing
GCF_001056735.1	isolation_source	missing
GCF_001056735.1	lat_lon	missing
GCF_001056735.1	strain	428_EFLS
GCF_001057145.1	collected_by	UW clinical laboratory
GCF_001057145.1	collection_date	Unknown
GCF_001057145.1	geo_loc_name	USA: WA
GCF_001057145.1	host	Homo sapiens
GCF_001057145.1	host_disease	missing
GCF_001057145.1	isolation_source	missing
GCF_001057145.1	lat_lon	missing
GCF_001057145.1	strain	533_EFLS
GCF_001057325.1	collected_by	UW clinical laboratory
GCF_001057325.1	collection_date	Unknown
GCF_001057325.1	geo_loc_name	USA: WA
GCF_001057325.1	host	Homo sapiens
GCF_001057325.1	host_disease	missing
GCF_001057325.1	isolation_source	missing
GCF_001057325.1	lat_lon	missing
GCF_001057325.1	strain	566.rep1_EFLS
GCF_001057355.1	collected_by	UW clinical laboratory
GCF_001057355.1	collection_date	Unknown
GCF_001057355.1	geo_loc_name	USA: WA
GCF_001057355.1	host	Homo sapiens
GCF_001057355.1	host_disease	missing
GCF_001057355.1	isolation_source	missing
GCF_001057355.1	lat_lon	missing
GCF_001057355.1	strain	566.rep2_EFLS
GCF_001057435.1	collected_by	UW clinical laboratory
GCF_001057435.1	collection_date	Unknown
GCF_001057435.1	geo_loc_name	USA: WA
GCF_001057435.1	host	Homo sapiens
GCF_001057435.1	host_disease	missing
GCF_001057435.1	isolation_source	missing
GCF_001057435.1	lat_lon	missing
GCF_001057435.1	strain	584_EFLS
GCF_001057475.1	collected_by	UW clinical laboratory
GCF_001057475.1	collection_date	Unknown
GCF_001057475.1	geo_loc_name	USA: WA
GCF_001057475.1	host	Homo sapiens
GCF_001057475.1	host_disease	missing
GCF_001057475.1	isolation_source	missing
GCF_001057475.1	lat_lon	missing
GCF_001057475.1	strain	600_EFLS
GCF_001057515.1	collected_by	UW clinical laboratory
GCF_001057515.1	collection_date	Unknown
GCF_001057515.1	geo_loc_name	USA: WA
GCF_001057515.1	host	Homo sapiens
GCF_001057515.1	host_disease	missing
GCF_001057515.1	isolation_source	missing
GCF_001057515.1	lat_lon	missing
GCF_001057515.1	strain	601_EFLS
GCF_001057625.1	collected_by	UW clinical laboratory
GCF_001057625.1	collection_date	Unknown
GCF_001057625.1	geo_loc_name	USA: WA
GCF_001057625.1	host	Homo sapiens
GCF_001057625.1	host_disease	missing
GCF_001057625.1	isolation_source	missing
GCF_001057625.1	lat_lon	missing
GCF_001057625.1	strain	621_EFLS
GCF_001057765.1	collected_by	UW clinical laboratory
GCF_001057765.1	collection_date	Unknown
GCF_001057765.1	geo_loc_name	USA: WA
GCF_001057765.1	host	Homo sapiens
GCF_001057765.1	host_disease	missing
GCF_001057765.1	isolation_source	missing
GCF_001057765.1	lat_lon	missing
GCF_001057765.1	strain	647_EFLS
GCF_001057835.1	collected_by	UW clinical laboratory
GCF_001057835.1	collection_date	Unknown
GCF_001057835.1	geo_loc_name	USA: WA
GCF_001057835.1	host	Homo sapiens
GCF_001057835.1	host_disease	missing
GCF_001057835.1	isolation_source	missing
GCF_001057835.1	lat_lon	missing
GCF_001057835.1	strain	664.rep1_EFLS
GCF_001057865.1	collected_by	UW clinical laboratory
GCF_001057865.1	collection_date	Unknown
GCF_001057865.1	geo_loc_name	USA: WA
GCF_001057865.1	host	Homo sapiens
GCF_001057865.1	host_disease	missing
GCF_001057865.1	isolation_source	missing
GCF_001057865.1	lat_lon	missing
GCF_001057865.1	strain	668_EFLS
GCF_001057915.1	collected_by	UW clinical laboratory
GCF_001057915.1	collection_date	Unknown
GCF_001057915.1	geo_loc_name	USA: WA
GCF_001057915.1	host	Homo sapiens
GCF_001057915.1	host_disease	missing
GCF_001057915.1	isolation_source	missing
GCF_001057915.1	lat_lon	missing
GCF_001057915.1	strain	679_EFLS
GCF_001058015.1	collected_by	UW clinical laboratory
GCF_001058015.1	collection_date	Unknown
GCF_001058015.1	geo_loc_name	USA: WA
GCF_001058015.1	host	Homo sapiens
GCF_001058015.1	host_disease	missing
GCF_001058015.1	isolation_source	missing
GCF_001058015.1	lat_lon	missing
GCF_001058015.1	strain	703_EFLS
GCF_001058065.1	collected_by	UW clinical laboratory
GCF_001058065.1	collection_date	Unknown
GCF_001058065.1	geo_loc_name	USA: WA
GCF_001058065.1	host	Homo sapiens
GCF_001058065.1	host_disease	missing
GCF_001058065.1	isolation_source	missing
GCF_001058065.1	lat_lon	missing
GCF_001058065.1	strain	71_EFLS
GCF_001058195.1	collected_by	UW clinical laboratory
GCF_001058195.1	collection_date	Unknown
GCF_001058195.1	geo_loc_name	USA: WA
GCF_001058195.1	host	Homo sapiens
GCF_001058195.1	host_disease	missing
GCF_001058195.1	isolation_source	missing
GCF_001058195.1	lat_lon	missing
GCF_001058195.1	strain	732_EFLS
GCF_001058285.1	collected_by	UW clinical laboratory
GCF_001058285.1	collection_date	Unknown
GCF_001058285.1	geo_loc_name	USA: WA
GCF_001058285.1	host	Homo sapiens
GCF_001058285.1	host_disease	missing
GCF_001058285.1	isolation_source	missing
GCF_001058285.1	lat_lon	missing
GCF_001058285.1	strain	751_EFLS
GCF_001058335.1	collected_by	UW clinical laboratory
GCF_001058335.1	collection_date	Unknown
GCF_001058335.1	geo_loc_name	USA: WA
GCF_001058335.1	host	Homo sapiens
GCF_001058335.1	host_disease	missing
GCF_001058335.1	isolation_source	missing
GCF_001058335.1	lat_lon	missing
GCF_001058335.1	strain	754_EFLS
GCF_001058665.1	collected_by	UW clinical laboratory
GCF_001058665.1	collection_date	Unknown
GCF_001058665.1	geo_loc_name	USA: WA
GCF_001058665.1	host	Homo sapiens
GCF_001058665.1	host_disease	missing
GCF_001058665.1	isolation_source	missing
GCF_001058665.1	lat_lon	missing
GCF_001058665.1	strain	864_EFLS
GCF_001058715.1	collected_by	UW clinical laboratory
GCF_001058715.1	collection_date	Unknown
GCF_001058715.1	geo_loc_name	USA: WA
GCF_001058715.1	host	Homo sapiens
GCF_001058715.1	host_disease	missing
GCF_001058715.1	isolation_source	missing
GCF_001058715.1	lat_lon	missing
GCF_001058715.1	strain	879_EFLS
GCF_001058855.1	collected_by	UW clinical laboratory
GCF_001058855.1	collection_date	Unknown
GCF_001058855.1	geo_loc_name	USA: WA
GCF_001058855.1	host	Homo sapiens
GCF_001058855.1	host_disease	missing
GCF_001058855.1	isolation_source	missing
GCF_001058855.1	lat_lon	missing
GCF_001058855.1	strain	670_EFLS
GCF_001058875.1	collected_by	UW clinical laboratory
GCF_001058875.1	collection_date	Unknown
GCF_001058875.1	geo_loc_name	USA: WA
GCF_001058875.1	host	Homo sapiens
GCF_001058875.1	host_disease	missing
GCF_001058875.1	isolation_source	missing
GCF_001058875.1	lat_lon	missing
GCF_001058875.1	strain	687_EFLS
GCF_001058995.1	collected_by	UW clinical laboratory
GCF_001058995.1	collection_date	Unknown
GCF_001058995.1	geo_loc_name	USA: WA
GCF_001058995.1	host	Homo sapiens
GCF_001058995.1	host_disease	missing
GCF_001058995.1	isolation_source	missing
GCF_001058995.1	lat_lon	missing
GCF_001058995.1	strain	724_EFLS
GCF_001059045.1	collected_by	UW clinical laboratory
GCF_001059045.1	collection_date	Unknown
GCF_001059045.1	geo_loc_name	USA: WA
GCF_001059045.1	host	Homo sapiens
GCF_001059045.1	host_disease	missing
GCF_001059045.1	isolation_source	missing
GCF_001059045.1	lat_lon	missing
GCF_001059045.1	strain	739_EFLS
GCF_001059265.1	collected_by	UW clinical laboratory
GCF_001059265.1	collection_date	Unknown
GCF_001059265.1	geo_loc_name	USA: WA
GCF_001059265.1	host	Homo sapiens
GCF_001059265.1	host_disease	missing
GCF_001059265.1	isolation_source	missing
GCF_001059265.1	lat_lon	missing
GCF_001059265.1	strain	876_EFLS
GCF_001059345.1	collected_by	UW clinical laboratory
GCF_001059345.1	collection_date	Unknown
GCF_001059345.1	geo_loc_name	USA: WA
GCF_001059345.1	host	Homo sapiens
GCF_001059345.1	host_disease	missing
GCF_001059345.1	isolation_source	missing
GCF_001059345.1	lat_lon	missing
GCF_001059345.1	strain	905_EFLS
GCF_001059635.1	collected_by	UW clinical laboratory
GCF_001059635.1	collection_date	Unknown
GCF_001059635.1	geo_loc_name	USA: WA
GCF_001059635.1	host	Homo sapiens
GCF_001059635.1	host_disease	missing
GCF_001059635.1	isolation_source	missing
GCF_001059635.1	lat_lon	missing
GCF_001059635.1	strain	948_EFLS
GCF_001059845.1	collected_by	UW clinical laboratory
GCF_001059845.1	collection_date	Unknown
GCF_001059845.1	geo_loc_name	USA: WA
GCF_001059845.1	host	Homo sapiens
GCF_001059845.1	host_disease	missing
GCF_001059845.1	isolation_source	missing
GCF_001059845.1	lat_lon	missing
GCF_001059845.1	strain	903_EFLS
GCF_001059885.1	collected_by	UW clinical laboratory
GCF_001059885.1	collection_date	Unknown
GCF_001059885.1	geo_loc_name	USA: WA
GCF_001059885.1	host	Homo sapiens
GCF_001059885.1	host_disease	missing
GCF_001059885.1	isolation_source	missing
GCF_001059885.1	lat_lon	missing
GCF_001059885.1	strain	922_EFLS
GCF_001059895.1	collected_by	UW clinical laboratory
GCF_001059895.1	collection_date	Unknown
GCF_001059895.1	geo_loc_name	USA: WA
GCF_001059895.1	host	Homo sapiens
GCF_001059895.1	host_disease	missing
GCF_001059895.1	isolation_source	missing
GCF_001059895.1	lat_lon	missing
GCF_001059895.1	strain	949_EFLS
GCF_001060035.1	collected_by	UW clinical laboratory
GCF_001060035.1	collection_date	Unknown
GCF_001060035.1	geo_loc_name	USA: WA
GCF_001060035.1	host	Homo sapiens
GCF_001060035.1	host_disease	missing
GCF_001060035.1	isolation_source	missing
