annotation,(Intercept),host_type_2domestic,host_type_2wild,beta_domestic,beta_wild,OR_domestic,OR_wild
VF0151,-1.8810337542458258,-0.3488113574696546,0.4384508484223154,-0.4760323923042823,0.29889583413683146,0.6212433584176357,1.3483691621197567
VF0153,6.454313034274131,0.12532829053071226,0.07404671350459499,-0.0018927443039154501,-0.06550830078088896,0.998109045806999,0.936591272288427
VF0155,-1.784445535316154,-2.189923283828062,-2.727416337316192,-2.3171443186626894,-2.866971351601676,0.09855462473683782,0.05687090799718042
VF0156,-5.287920716835546,0.6803811214408108,0.7325907332863011,0.553160086606183,0.5930357190008171,1.7387389108975841,1.8094731381341675
VF0157,4.281514841474968,0.6500305198886336,-2.609407604546941,0.5228094850540059,-2.748962618832425,1.686759925757834,0.0639942131761981
VF0159,0.7334043641156767,-0.6971276098507306,-0.20238836417399153,-0.8243486446853583,-0.3419433784594755,0.4385205321401504,0.710388426857546
VF0160,0.6295712183906385,-1.592902465749245,-1.0612533922834824,-1.7201235005838726,-1.2008084065689664,0.17904403450321185,0.3009508229246408
VF0163,0.9736009011443005,-3.170221663071811,-2.392646017317867,-3.2974426979064386,-2.532201031603351,0.03697760950948362,0.07948388107892727
VF0166,2.271189212987725,0,0.2486646083956265,-0.1272210348346277,0.10910959411014257,0.8805390212886358,1.115284572264177
VF0167,2.7116661877158434,0.010150255565184755,0.2659541872330712,-0.11707077926944295,0.12639917294758723,0.889522231201559,1.1347350334192765
VF0169,4.8154748895051185,1.0937487098697452,-0.7827791107157188,0.9665276750351175,-0.9223341250012027,2.628800543463055,0.3975899325767879
VF0171,0.4876080725256028,-2.0977774158967346,-1.2960976279762597,-2.2249984507313623,-1.4356526422617437,0.10806758606042143,0.23796001056558805
VF0190,-3.8370063170354287,-1.2836045699747605,1.3478928894866833,-1.4108256048093881,1.2083378752011993,0.24394180046866717,3.3479153722472432
VF0191,-5.0612215727278995,-0.21435208196178107,1.059612581935191,-0.3415731167964088,0.9200575676497069,0.7106515051587967,2.5094348480444952
VF0207,-0.6485284623472435,-1.0700742323692645,-0.7132130374365031,-1.1972952672038921,-0.8527680517219871,0.30200996447420436,0.42623346125072287
VF0213,0.6304702508445403,0.5778617029557352,-0.4960580560255202,0.45064066812110753,-0.6356130703110041,1.5693172750413953,0.529610700172091
VF0215,0.7784424718877626,1.7757311010600796,1.0985405772868444,1.648510066225452,0.9589855630013604,5.199227548696823,2.6090484152624365
VF0220,-3.117524735954629,-0.8606554211576148,2.1911953269712043,-0.9878764559922426,2.0516403126857203,0.3723665888722782,7.780653349006311
VF0221,0.09249934569602053,-1.998182934067837,-1.633550592078947,-2.125403968902465,-1.773105606364431,0.11938473080548392,0.16980482217460147
VF0222,-3.2182402615070913,-0.6838435273164222,0.7809178964277467,-0.8110645621510499,0.6413628821422628,0.44438473915079546,1.8990673213359786
VF0225,2.1073741879484276,-1.0853837268853437,-0.5606523536733832,-1.2126047617199713,-0.7002073679588672,0.29742155729568126,0.49648233858677
VF0227,-3.610077697899581,-0.8502310637548153,1.1619213690592156,-0.977452098589443,1.0223663547737316,0.3762685737874527,2.779764897199703
VF0228,-4.01290657543982,-1.8852195064466564,1.0008438353081093,-2.012440541281284,0.8612888210226253,0.1336620684870979,2.3662083484065475
VF0230,-0.30180294412833797,0.13473739059321352,0.6125104465295607,0.007516355758585808,0.4729554322440767,1.00754467446723,1.6047298621736896
VF0234,-4.31228123847597,-0.7348292434935878,2.291244111433362,-0.8620502783282156,2.151689097147878,0.4222953710743017,8.599371310421182
VF0236,-4.332783135039106,0.8468383611039852,-0.360265206409808,0.7196173262693575,-0.499820220695292,2.0536471834283905,0.606639711175225
VF0237,0.31307093795187496,-1.974918010039511,-1.6662913619529278,-2.102139044874139,-1.8058463762384118,0.12219476840866539,0.16433530819952913
VF0238,0.17577511757537953,-1.8907488155695216,-2.239943062610178,-2.0179698504041492,-2.379498076895662,0.1329250490742689,0.09259704244345178
VF0239,-0.25965460823930236,-0.9233146967743914,-0.9982895847144063,-1.0505357316090191,-1.1378445989998902,0.3497503266063302,0.3205091034899833
VF0243,4.866596087355141,-0.05466698425627407,-0.4121558471649521,-0.1818880190909018,-0.551710861450436,0.833694693078421,0.5759635730893151
VF0244,-3.1582072905021756,-2.057895724986014,-1.747704663458665,-2.185116759820642,-1.887259677744149,0.11246460154094842,0.1514863620215974
VF0249,-2.631733858123736,0.501042500115539,0.40978460712722753,0.37382146528091126,0.2702295928417436,1.4532776667741232,1.3102652437227116
VF0251,-2.329298901503919,-0.3413187237235496,-0.4270999841169128,-0.4685397585581773,-0.5666549984023967,0.6259155891682939,0.5674202895682681
VF0252,6.131753395755225,0.44635994249058347,0.226316101473617,0.31913890765595576,0.08676108718813305,1.3759424405711673,1.0906360816564173
VF0253,-3.512040419516608,-1.629187850114182,1.0183412594642611,-1.7564088849488098,0.8787862451787771,0.1726638074066515,2.407975240426436
VF0256,-3.7297513189594493,-0.8579600172099676,2.164865301107223,-0.9851810520445954,2.025310286821739,0.37337162112136213,7.578462076766793
VF0257,-1.3091705849973236,2.372760663881933,2.3027477870631867,2.2455396290473053,2.1631927727777027,9.445511253682715,8.698866873717417
VF0258,2.2004781319464946,0.01676954356924307,0.193706190346214,-0.11045149126538464,0.054151176060730055,0.8954297653008381,1.0556441782211317
VF0260,-4.539326114739792,-0.7253674506186808,1.686882083819398,-0.8525884854533086,1.547327069533914,0.4263100052751023,4.698893566098193
VF0261,2.7116661877158434,0.010150255565184755,0.2659541872330712,-0.11707077926944295,0.12639917294758723,0.889522231201559,1.1347350334192765
VF0262,-0.2819431412104413,-1.1735393256010975,-0.9401950566733618,-1.3007603604357252,-1.0797500709588457,0.27232464940300305,0.3396804110362643
VF0264,-2.630906978725856,1.6854180457254786,2.5024298953678104,1.558197010890851,2.3628748810823264,4.750248872529943,10.621442987175527
VF0265,-2.0483494163058165,2.0324761727361986,1.1550909310749313,1.905255137901571,1.0155359167894473,6.721122221916556,2.7608425828738907
VF0267,1.253140716663395,0.7947172773987011,-0.020139894328857436,0.6674962425640734,-0.15969490861434138,1.9493505046666155,0.852403810358694
VF0268,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0272,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0273,-2.0342227623980427,0.36760035542397856,0.37225243364690297,0.24037932058935085,0.23269741936141902,1.2717314527661572,1.2619995649159808
VF0274,3.4580206026378923,-0.20992809559400197,0.3084223203569683,-0.3371491304286297,0.16886730607148437,0.7138023823096534,1.1839630237952434
VF0275,6.144460604786711,0.44259994718607026,0.23127503882184547,0.31537891235144255,0.09172002453636152,1.3707786175142185,1.0960579097973973
VF0279,0.6654221094349789,1.7264833247618234,1.0659251366736704,1.5992622899271958,0.9263701223881864,4.949379869913477,2.5253258966732846
VF0284,-3.4422020710566574,0.9561066898452122,0.5867872281938857,0.8288856550105845,0.4472322139084018,2.2907646153692784,1.5639774344349726
VF0285,1.2341739754003433,-0.7012959285248912,-0.3933968715055845,-0.8285169633595189,-0.5329518857910684,0.4366964431502377,0.5868700369532358
VF0286,3.86400238789035,-0.19940884976040657,-0.8544285113202378,-0.3266298845950343,-0.9939835256057217,0.7213506766232425,0.3700994500259999
VF0287,0.90170306165623,1.7458792899146425,1.2320877532441308,1.6186582550800148,1.0925327389586468,5.046314904755048,2.981816680076283
VF0289,2.680494181407691,0.8656133628213106,-1.1159037937457732,0.7383923279866829,-1.2554588080312572,2.092568644762285,0.284945083136101
VF0291,-2.8191543968206574,-0.045264983427253234,1.4270870373958373,-0.17248601826188095,1.2875320231103533,0.8415700553416374,3.6238319768801763
VF0292,-1.964991885575498,1.2398725551514371,0.8847047140302092,1.1126515203168095,0.7451496997447253,3.042414733420204,2.106756792329691
VF0293,5.311142333591391,-0.8190555027302145,0.5138352246058004,-0.9462765375648423,0.3742802103203165,0.38818372338013796,1.4539445036369911
VF0295,-2.1136270002828956,1.7697076780334675,-0.7047374559041146,1.6424866431988399,-0.8442924701895986,5.168004530883397,0.42986139039018245
VF0296,1.2203692434031672,-0.7704950439969194,-1.5391657481341336,-0.897716078831547,-1.6787207624196177,0.4074992939945032,0.18661254519434525
VF0297,5.950320788505652,0.4680042344863318,0.20052280364927857,0.3407831996517041,0.06096778936379463,1.4060483760383173,1.0628646780883335
VF0298,0.5098921493174048,-2.16551737614142,-1.268331348531351,-2.292738410976048,-1.407886362816835,0.10098953201015466,0.24465985920959496
VF0299,0.48770000426097726,-2.0417749548458253,-1.312747263550945,-2.168995989680453,-1.452302277836429,0.11429230998335588,0.23403086330956477
VF0300,2.4702371957311375,-2.185495666164637,-0.58417591711978,-2.312716700999265,-0.723730931405264,0.09899195438392663,0.4849396002313772
VF0301,-1.6059339507310593,-1.5960709319756814,-2.455912140912602,-1.723291966810309,-2.595467155198086,0.17847763730588553,0.0746110130092768
VF0302,-3.052195450013868,-0.9106599920124065,2.130016761084674,-1.0378810268470342,1.9904617467991899,0.35420443701552284,7.318912466601593
VF0303,-3.881079184802009,-1.7565049909245742,1.008243973707875,-1.883726025759202,0.868688959422391,0.1520226090025558,2.3837835669878835
VF0304,-0.09539287633467419,-1.7423137982765762,-1.8414244818069716,-1.8695348331112038,-1.9809794960924556,0.15419537171663067,0.1379340652435215
VF0306,5.8250661290255765,0.6401716226247125,-1.4884112264417901,0.5129505877900848,-1.6279662407272741,1.6702120389336643,0.1963284531896012
VF0307,-1.0996789619476948,-0.6075221684815224,0.77241137930502,-0.7347432033161501,0.632856365019536,0.47962861019838293,1.8829813872857226
VF0309,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0311,4.6012672479407035,-1.11359549999536,-2.2064982013626993,-1.2408165348299875,-2.3460532156481833,0.28914802209004664,0.09574630749860936
VF0315,-0.684719070233496,-1.5285138057168135,-0.5704210400069064,-1.6557348405514412,-0.7099760542923903,0.19095168509519891,0.49165597037012027
VF0317,-0.7642106022360499,-1.0919585103606557,-0.8060601807302933,-1.2191795451952834,-0.9456151950157772,0.29547248932666087,0.3884405307027084
VF0319,0.7522677938146767,-2.1685767179381403,-1.7374344733208495,-2.295797752772768,-1.8769894876063336,0.10068104264166489,0.15305017233200668
VF0321,-1.5436527157500313,0.964694382140416,0.29148865209168406,0.8374733473057883,0.15193363780620012,2.3105217095082455,1.1640829827682777
VF0322,0.018209962106395798,0.05102197794941138,-1.4489292135328125,-0.07619905688521633,-1.5884842278182965,0.9266317357728358,0.204234950888232
VF0323,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0325,-5.284305817177661,1.9616441651890808,-1.019985907906881,1.8344231303544531,-1.159540922192365,6.261521021972757,0.31363012847029215
VF0326,2.426750908846377,-0.5257378457385835,-1.1415143359857571,-0.6529588805732112,-1.2810693502712411,0.5205033886502368,0.277740140103107
VF0327,4.704786368732788,0.9771567564215361,-1.1205963730798243,0.8499357215869083,-1.2601513873653083,2.339496467972427,0.28361108811428604
VF0330,-6.124847339836006,0.8179697710922382,1.3573704732130583,0.6907487362576106,1.2178154589275743,1.9952088593341133,3.3797963592171443
VF0332,0.4233557242502773,0.8829488311556074,-0.3055518762251619,0.7557277963209796,-0.44510689051064584,2.129160554815794,0.640755781658984
VF0334,-1.8330131300140664,-0.30053725321114855,-0.562759136833504,-0.42775828804577626,-0.7023141511189879,0.6519689844520555,0.4954374590103639
VF0335,5.950320788505652,0.4680042344863318,0.20052280364927857,0.3407831996517041,0.06096778936379463,1.4060483760383173,1.0628646780883335
VF0336,0.4066654632027973,-2.052216495965907,-1.5741477298465256,-2.1794375308005347,-1.7137027441320096,0.11310513090461359,0.1801973311993583
VF0337,2.385427933635114,1.2686508024416263,-3.3538803501865666,1.1414297676069987,-3.4934353644720506,3.1312421147582805,0.030396270334184784
VF0344,-0.17156112865970716,0.4267244915542993,-0.4033088611509173,0.2995034567196716,-0.5428638754364012,1.3491887106355436,0.5810817214759051
VF0346,3.7537315554962376,0.6789868154513925,0.26920572414250316,0.5517657806167648,0.1296507098570192,1.736316266166601,1.1384306712582757
VF0347,-1.0977833428726615,3.033974233242568,2.3413871238741217,2.9067531984079404,2.2018321095886377,18.297294335694982,9.04156346925388
VF0348,5.120699357733201,0.9398949103313391,0.5699251931562519,0.8126738754967113,0.43037017887076795,2.2539266557608735,1.537826689142467
VF0350,3.6659901695410158,-0.24790507557301808,-1.9014939523924104,-0.37512611040764576,-2.041048966677894,0.6872026099248912,0.12989238660585473
VF0351,3.7674483339054756,-0.14169951980077122,0.48093097092610854,-0.26892055463539893,0.3413759566406246,0.7642039656992855,1.406882068103963
VF0352,-0.3417220861490099,-0.3022984741756664,-0.7762155456592025,-0.4295195090102941,-0.9157705599446864,0.6508217335861162,0.40020812289693913
VF0353,-2.551556812758937,-0.15830933210940581,-0.16080198524540845,-0.28553036694403355,-0.3003569995308924,0.7516155165654583,0.7405537961269874
VF0354,5.950320788505652,0.4680042344863318,0.20052280364927857,0.3407831996517041,0.06096778936379463,1.4060483760383173,1.0628646780883335
VF0355,4.7918115762354745,-0.8502165697905066,0.4201607048468586,-0.9774376046251343,0.28060569056137463,0.3762740274502542,1.3239314623276515
VF0356,-1.3960947709466511,1.5740909278409592,1.4041473046577067,1.4468698930063315,1.2645922903722226,4.249791372918312,3.5416484775274326
VF0357,-0.24952131913081366,1.482049809405881,2.068191324574068,1.3548287745712533,1.9286363102885842,3.8760972134027125,6.880121490474781
VF0358,-0.80013807897935,1.2335067970929676,0.7119319538581205,1.10628576225834,0.5723769395726366,3.0231089704156475,1.772475114537895
VF0359,-0.050274932456610584,1.4362463353536055,0.24013275732884912,1.3090253005189778,0.10057774304336517,3.7025630665494096,1.1058096073666772
VF0360,-0.6714525350692508,0.645921114880912,1.017156949640935,0.5187000800462842,0.877601935355451,1.6798425689170897,2.4051251397291264
VF0361,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0362,-1.4526279097439887,1.759478669139673,1.698138875344155,1.6322576343050454,1.558583861058671,5.1154104179856486,4.752086862593929
VF0365,-5.322877166189811,-1.5859212723167708,-0.17352428590847274,-1.7131423071513985,-0.3130793001939567,0.1802983487519119,0.7311919266081638
VF0366,0.5109020471515189,-2.0900640574751894,-1.9728584195019805,-2.217285092309817,-2.1124134337874643,0.10890437315607307,0.1209457194301172
VF0367,5.675947806377269,0.6999531832903265,-1.8507793922733264,0.5727321484556989,-1.9903344065588104,1.7731048252763886,0.1366497212410143
VF0368,-4.394500156972929,-1.2714859847706126,1.8082581922889307,-1.3987070196052402,1.6687031780034467,0.24691601520045245,5.305283326064019
VF0369,-0.9828906184265955,-1.6965101109468979,-2.791988733752194,-1.8237311457815255,-2.931543748037678,0.16142233565201147,0.05331467016640343
VF0370,2.6640594893907275,-1.6759137152122978,-1.2012557047988648,-1.8031347500469255,-1.3408107190843488,0.16478152884380348,0.2616334713274576
VF0372,-4.355408679459064,-2.1783311877232125,-1.2228062422764285,-2.30555222255784,-1.3623612565619125,0.09970372680146594,0.2560554499572115
VF0376,-2.1934052679937164,-0.46353559295556285,0.4013966249636875,-0.5907566277901906,0.26184161067820355,0.5539080239382027,1.2993207276015357
VF0377,-5.5284372921129865,1.3324255153840348,1.8486038360296224,1.205204480549407,1.7090488217441384,3.33744145016047,5.5237049500326805
VF0382,-2.371781281617771,-0.8941514506188057,-1.32375523877,-1.0213724854534334,-1.463310253055484,0.36010036833707043,0.23146878488537326
VF0389,1.1302776175738334,-0.8254955671071597,-0.5774871605002668,-0.9527166019417874,-0.7170421747857507,0.38569182780793004,0.48819411538862645
VF0390,2.2002280521558433,-3.4681003378841124,-2.2504440381199426,-3.59532137271874,-2.3899990524054266,0.02745185947952897,0.09162977070533719
VF0391,2.0342096473836424,-0.158998315001003,0.31912207194873615,-0.2862193498356307,0.1795670576632522,0.7510978446874976,1.1966991492254873
VF0392,6.107527264259391,0.5357964764742246,-0.9166464140919173,0.40857544163959686,-1.0562014283774013,1.5046727634564867,0.347774350238351
VF0394,2.7116661877158434,0.010150255565184755,0.2659541872330712,-0.11707077926944295,0.12639917294758723,0.889522231201559,1.1347350334192765
VF0395,-0.13787918399245289,0,-0.8071537427332152,-0.1272210348346277,-0.9467087570186992,0.8805390212886358,0.38801597907700947
VF0396,2.2004781319464946,0.01676954356924307,0.193706190346214,-0.11045149126538464,0.054151176060730055,0.8954297653008381,1.0556441782211317
VF0397,-4.093980648283028,-1.5838812432918523,0.6557688207310838,-1.71110227812648,0.5162138064455999,0.18066653804724356,1.6756712084052368
VF0398,-3.2088041352751913,1.359681258040285,-1.5485368219073496,1.2324602232056574,-1.6880918361928337,3.429656886917839,0.18487195361017267
VF0400,-2.261975842936848,0.6167041801932726,-0.131560216259201,0.48948314535864484,-0.27111523054468495,1.6314727677308107,0.7625286247536452
VF0401,-5.077828067278893,-1.0302346538794522,0.940036365423161,-1.1574556887140799,0.8004813511376772,0.31428480285122434,2.2266124530194302
VF0403,-0.7922804975528884,-0.5016799083465516,0.6294694308545395,-0.6289009431811794,0.4899144165690556,0.53317747144103,1.6321765267106878
VF0404,-3.9069708311912725,-1.7354432266145428,0.3488920340670686,-1.8626642614491704,0.20933701978158464,0.15525842979453652,1.2328604268743275
VF0406,4.652218738991173,1.135229035044767,-1.113374421903206,1.0080080002101393,-1.25292943618869,2.7401372221158398,0.28566672747475874
VF0408,-2.277809915925185,-0.19800333934964115,-0.5723867024154331,-0.32522437418426886,-0.711941716700917,0.7223652553425037,0.49069048992641406
VF0409,-2.517363928434919,0.7012707321554195,-0.23284821456370777,0.5740496973207918,-0.37240322884919175,1.7754425172001194,0.6890763310410533
VF0410,-3.4292301929801217,0.3201965764542826,1.6506294465702627,0.1929755416196549,1.5110744322847787,1.2128531287332194,4.5315970737999205
VF0412,-3.929278516268148,-1.8703094259150919,-1.498308709850392,-1.9975304607497195,-1.637863724135876,0.13566991204994314,0.1943948801196148
VF0418,-3.0447465062362604,0.7968454764853842,0.4908341021212049,0.6696244416507564,0.3512790878357209,1.9535035282933164,1.420883821971693
VF0419,-4.8459405456715885,-1.9637806937218318,1.018861896824513,-2.0910017285564595,0.8793068825390289,0.12356329691827626,2.4092292487126192
VF0422,5.381041725638446,-0.9164847121356533,0.4909422104534909,-1.043705746970281,0.35138719616800695,0.3521472922658269,1.4210374396555847
VF0428,-1.202554823905044,-1.8584928406168588,-0.213517579428827,-1.9857138754514865,-0.35307259371431093,0.13728257646652547,0.7025261925403766
