Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_948951615.1	132	132	115	103	85	46	6269735	6269735	6212119	6123337	5821361	4358496	132	250045	6269735	43.44	73995	28748	88449.5	27	79	3.01	0 + 0 part
GCF_949022055.1	65	65	64	56	49	43	6335056	6335056	6333414	6279077	6158691	5918292	65	451455	6335056	43.38	150539	66876	182153.9	14	40	3.16	0 + 0 part
GCF_949030735.1	70	70	67	60	52	42	6414105	6414105	6405569	6358426	6209489	5844389	70	393755	6414105	43.37	154643	52428	173020.5	14	41	4.68	0 + 0 part
GCF_949080125.1	140	140	125	107	85	48	6468276	6468276	6414156	6291530	5922536	4522336	140	265991	6468276	43.40	74741	28090	94498.2	27	82	2.10	0 + 0 part
GCF_949122975.1	89	89	85	78	64	45	6485886	6485886	6470238	6419502	6156527	5437297	89	300489	6485886	43.42	119710	36127	131682.6	19	55	0.00	0 + 0 part
GCF_949346165.1	330	330	225	161	66	28	6109677	6109677	5758898	5309153	3820330	2479257	330	190282	6109677	43.61	37394	7640	53451.1	42	183	0.00	0 + 0 part
GCF_949349475.1	82	82	68	64	53	41	6566226	6566226	6529834	6507001	6290443	5828586	82	683486	6566226	43.32	145885	49403	205546.9	13	43	0.00	0 + 0 part
GCF_949386655.1	609	609	367	199	38	3	5801070	5801070	5030000	3819369	1365570	188111	609	74081	5801070	43.72	14149	4355	18095.3	122	409	0.00	0 + 0 part
GCF_949392105.1	317	317	238	180	89	22	6278312	6278312	6040899	5603148	4164907	1828261	317	212947	6278312	43.53	35340	9867	47185.6	54	185	0.00	0 + 0 part
GCF_949393655.1	612	612	355	184	35	6	5753225	5753225	4945223	3730378	1411919	428024	612	89595	5753225	43.90	14131	4047	20213.5	113	407	0.00	0 + 0 part
GCF_949407495.1	192	192	154	125	88	44	6483984	6483984	6375432	6169777	5574875	3923837	192	207429	6483984	43.34	62424	18590	73005.9	32	101	0.00	0 + 0 part
GCF_949410045.1	238	238	190	149	86	29	6093963	6093963	5942635	5622645	4577807	2581045	238	170758	6093963	43.52	41662	12282	59796.4	40	137	0.00	0 + 0 part
GCF_949410935.1	466	466	294	184	57	17	5968432	5968432	5445964	4663001	2657825	1188237	466	100688	5968432	43.56	22083	5436	30864.2	71	280	0.00	0 + 0 part
GCF_949425035.1	377	377	251	160	73	25	6089306	6089306	5695749	5038739	3680175	1976266	377	152506	6089306	43.49	33117	6574	43455.2	52	215	0.00	0 + 0 part
GCF_949434065.1	258	258	196	166	94	30	6279023	6279023	6084391	5857555	4650593	2447156	258	202607	6279023	43.47	39293	12341	53410.1	46	148	0.00	0 + 0 part
GCF_958368535.1	399	399	342	216	53	7	5742546	5742546	5531468	4609867	1994142	449976	399	79759	5742546	43.40	19156	7225	23593.4	94	282	0.00	0 + 0 part
GCF_959018585.1	111	111	109	93	70	46	6275535	6275535	6267429	6156595	5770267	4799573	111	265682	6275535	43.44	92695	32807	107965.4	22	66	0.00	1 + 0 part
GCF_959021585.1	106	106	97	81	71	45	6227606	6227606	6193041	6078830	5917846	4912634	106	351739	6227606	43.34	90639	34883	121994.1	20	61	0.00	0 + 0 part
