Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCA_003463925.1	80	71	49	42	31	23	4898836	4892218	4840381	4795328	4632287	4308674	71	718197	4892218	46.20	176638	46712	248991.2	9	25	0.00	5 + 0 part
GCA_003468465.1	122	115	80	65	49	33	4999809	4995107	4907543	4790582	4536080	3941814	115	350824	4995107	46.13	96881	28537	139667.9	14	48	8.73	3 + 0 part
GCA_003469535.1	70	66	49	38	33	28	4765693	4762854	4723627	4646520	4566302	4397608	66	590129	4762854	46.50	163530	58336	271583.9	7	27	1.13	4 + 0 part
GCA_003474125.1	125	96	60	50	36	26	4355071	4333456	4256001	4191696	3947139	3557850	96	390031	4333456	46.21	130464	26959	158873.1	10	35	2.31	3 + 0 part
GCA_003487475.1	49	49	45	42	37	26	3994381	3994381	3980426	3960048	3868543	3464075	49	253294	3994381	46.67	144451	40213	143316.8	11	29	565.39	0 + 0 part
GCA_008680795.1	12	12	12	12	12	11	4787664	4787664	4787664	4787664	4787664	4744892	12	1203123	4787664	46.63	590173	173534	758512.6	3	7	0.00	12 + 0 part
GCA_009020435.1	883	883	309	119	16	1	4755380	4755380	3368938	2040901	549134	56392	883	56392	4755380	46.06	8538	2274	11926.9	156	580	0.02	3 + 0 part
GCA_014871095.1	107	107	99	82	53	25	4303656	4303656	4278870	4156878	3637971	2675603	107	279406	4303656	46.53	68977	20329	97427.3	17	64	0.00	0 + 0 part
GCA_014871105.1	113	113	83	62	40	26	4401011	4401011	4321944	4164150	3810989	3285350	113	292059	4401011	46.81	106863	18799	126187.9	12	47	0.00	0 + 0 part
GCA_014871175.1	48	48	45	42	34	24	4200850	4200850	4191765	4171073	4030014	3665227	48	370528	4200850	46.65	182886	40318	194504.0	8	27	0.00	2 + 0 part
GCA_014871195.1	65	65	62	57	42	35	4211874	4211874	4200056	4168094	3916002	3669924	65	323751	4211874	46.72	102256	36359	122219.8	14	38	0.00	0 + 0 part
GCA_014871205.1	105	105	95	81	64	30	4137442	4137442	4104505	3998673	3700513	2418053	105	170030	4137442	46.68	52675	24117	69211.3	24	65	0.00	0 + 0 part
GCA_014871265.1	69	69	67	60	51	31	4516251	4516251	4510874	4447966	4308012	3589579	69	290659	4516251	46.27	100544	34114	126174.9	13	43	0.00	0 + 0 part
GCA_014871475.1	79	79	70	69	53	26	3929801	3929801	3905307	3898446	3657531	2609324	79	272567	3929801	46.54	82112	31053	96742.2	16	49	0.00	0 + 0 part
GCA_017851235.1	164	162	114	94	60	31	5159636	5158925	5042370	4904108	4307353	3241789	162	330160	5158925	45.99	66734	18686	105140.8	20	76	0.00	3 + 0 part
GCA_018375315.1	41	41	39	37	30	24	4418282	4418282	4411490	4396509	4284233	4072498	41	485049	4418282	46.45	228273	56454	249884.2	7	23	0.00	0 + 0 part
GCA_018382075.1	62	62	53	47	37	29	4540922	4540922	4517095	4472932	4297136	3991509	62	405703	4540922	46.53	147251	41808	184893.6	9	32	0.00	0 + 0 part
GCA_021204305.1	375	375	258	145	31	1	4073915	4073915	3659039	2849616	1043939	59214	375	59214	4073915	47.50	15627	4934	18460.3	82	260	16.91	0 + 0 part
GCA_022772765.1	175	175	146	117	55	19	3869157	3869157	3766333	3555683	2646176	1371598	175	106938	3869157	46.90	38321	10950	43607.3	33	111	0.00	2 + 2 part
GCA_022784345.1	56	56	51	44	31	22	4215678	4215678	4199308	4148150	3941416	3604964	56	493023	4215678	46.42	168557	36091	208389.3	8	27	0.00	0 + 2 part
GCA_022786725.1	48	48	47	43	35	26	4189991	4189991	4186985	4159251	4021516	3692858	48	471061	4189991	46.47	137125	48200	178179.2	10	28	0.00	0 + 4 part
GCA_023708545.1	224	224	145	94	53	30	4853092	4853092	4612969	4260197	3609792	2720813	224	178852	4853092	46.62	61003	7703	68800.9	25	107	0.00	3 + 4 part
GCA_023708685.1	144	144	97	74	43	25	4006854	4006854	3857653	3690428	3187485	2563230	144	273608	4006854	46.53	79313	11017	93147.5	16	67	0.00	4 + 0 part
GCA_023709045.1	132	132	101	77	50	32	4847671	4847671	4755674	4571797	4127733	3468199	132	261802	4847671	46.70	88135	17432	107683.4	16	61	0.00	3 + 3 part
GCA_025541875.1	86	86	82	74	46	26	3876013	3876013	3861085	3801595	3319400	2605209	86	277455	3876013	47.25	70682	20801	94516.2	16	54	0.10	6 + 2 part
GCA_027668925.1	120	111	81	68	53	38	4826959	4819891	4755179	4657856	4368711	3855025	111	276779	4819891	46.31	92283	25437	101105.6	18	52	0.00	3 + 0 part
GCA_027671145.1	297	269	181	133	58	14	4461687	4442550	4225971	3890694	2695032	1082201	269	144469	4442550	46.80	32944	7927	39515.8	42	146	12.56	1 + 1 part
GCA_029984635.1	176	176	148	105	49	10	3543048	3543048	3444625	3138156	2273163	855546	176	160590	3543048	46.72	34219	8871	43388.7	33	111	0.00	0 + 0 part
GCA_030840115.1	84	84	80	66	45	27	3844441	3844441	3829131	3731915	3356613	2688257	84	261805	3844441	46.87	79241	21601	95349.7	15	50	0.00	0 + 0 part
GCA_030842045.1	77	77	76	63	49	26	4413611	4413611	4409896	4320466	4105679	3282080	77	314824	4413611	46.38	105713	29491	136633.2	12	45	0.00	0 + 0 part
GCA_030843765.1	69	69	62	59	44	34	4919581	4919581	4899843	4879224	4639923	4235529	69	432752	4919581	46.73	156171	46309	154383.8	12	38	0.00	0 + 0 part
GCA_905197615.1	87	87	52	47	36	30	4672567	4672567	4593365	4557432	4384061	4163922	87	482812	4672567	46.54	127663	45090	183721.8	10	31	0.00	3 + 0 part
GCA_934829465.1	60	60	55	52	43	32	4308439	4308439	4296169	4274797	4112497	3716432	60	345759	4308439	46.62	130442	40367	139924.0	11	36	2.32	1 + 0 part
GCA_934834655.1	109	109	82	74	55	28	4249016	4249016	4171984	4110299	3822371	2873471	109	203669	4249016	46.73	80430	24123	90670.7	17	56	13.51	0 + 0 part
GCA_934834705.1	52	52	52	50	42	30	4207062	4207062	4207062	4192207	4062041	3632804	52	286671	4207062	46.62	135254	40363	136827.7	11	34	0.00	0 + 0 part
GCA_934838775.1	59	59	58	54	43	25	4156971	4156971	4152045	4122535	3912005	3205118	59	295872	4156971	46.54	107248	35325	133920.1	12	38	0.00	0 + 0 part
GCA_934839125.1	49	49	49	46	41	29	4383614	4383614	4383614	4362527	4282209	3841431	49	345807	4383614	46.30	141802	41254	150025.7	11	32	2.28	0 + 0 part
GCA_934842295.1	51	51	50	47	41	34	4370872	4370872	4367670	4348291	4255705	4013410	51	257888	4370872	46.31	134295	51678	136874.1	12	33	9.15	0 + 0 part
GCA_934842655.1	64	64	58	52	46	31	4303865	4303865	4285522	4238072	4149126	3604332	64	345807	4303865	46.54	104749	36818	135237.9	12	38	0.00	0 + 0 part
GCA_934871305.1	50	50	47	47	41	30	4371509	4371509	4361102	4361102	4269270	3862227	50	315613	4371509	46.55	134295	44866	148198.8	11	32	0.00	2 + 0 part
GCA_934871765.1	59	59	55	52	43	29	4202556	4202556	4194198	4176542	4019109	3479552	59	275214	4202556	46.68	107154	40363	130133.8	12	36	2.38	0 + 0 part
GCA_938038295.1	49	49	47	45	36	27	4507216	4507216	4498695	4485042	4329325	3994970	49	443397	4507216	46.33	160696	45504	194906.5	9	29	0.00	1 + 0 part
GCA_946490665.1	60	60	57	51	44	27	4055754	4055754	4045986	4000319	3866283	3214163	60	205994	4055754	46.45	121792	37185	115529.2	13	37	0.00	0 + 0 part
GCA_947002305.1	64	64	60	54	42	30	4173150	4173150	4158261	4111713	3913266	3457326	64	332942	4173150	46.74	105246	36830	138166.1	12	37	0.00	0 + 0 part
GCA_947036735.1	53	53	50	48	42	28	4200114	4200114	4187541	4170541	4052332	3512748	53	335224	4200114	46.56	125048	39973	143404.1	11	35	0.00	0 + 0 part
GCA_947070945.1	130	130	119	101	62	24	3977539	3977539	3934730	3805303	3178040	1839362	130	133377	3977539	47.08	44177	14413	54972.3	28	83	0.00	0 + 0 part
GCA_947071295.1	103	103	93	76	55	32	4879378	4879378	4843017	4712354	4372793	3532749	103	263685	4879378	46.62	102063	22310	104877.1	17	56	0.00	1 + 0 part
GCA_947507305.1	207	207	176	125	44	11	3691812	3691812	3572246	3193258	1890701	707532	207	86220	3691812	47.66	25871	8401	31415.5	43	139	0.00	0 + 0 part
GCA_947626375.1	67	67	67	64	50	33	4267981	4267981	4267981	4246856	4021758	3372840	67	222527	4267981	46.75	89026	33549	103424.1	16	45	0.00	0 + 0 part
GCA_947641855.1	60	60	53	42	32	24	4479350	4479350	4455161	4367495	4187618	3907061	60	484695	4479350	46.43	165064	36149	206717.5	8	27	0.00	0 + 0 part
GCA_947642775.1	75	75	70	62	45	30	4349689	4349689	4330210	4271313	3982532	3409748	75	388791	4349689	46.60	92251	30135	142413.7	12	43	0.00	0 + 0 part
GCA_948471015.1	78	78	76	71	52	32	4011353	4011353	4004246	3968342	3664389	2955857	78	281640	4011353	46.89	74637	26491	93724.8	17	50	0.00	0 + 0 part
GCA_948504755.1	64	60	56	50	40	26	4246501	4243812	4229869	4189313	4011645	3510775	60	320987	4243812	46.79	120977	35412	151415.9	10	34	3.28	0 + 0 part
GCA_948563275.1	95	95	91	76	48	26	4200115	4200115	4183471	4069601	3598751	2763729	95	342764	4200115	46.85	83380	19742	104512.5	16	57	0.00	0 + 4 part
GCA_948574605.1	113	110	89	79	56	36	4647476	4645666	4589466	4518304	4141035	3425833	110	210713	4645666	46.45	81406	22154	87653.7	20	58	43.24	1 + 0 part
GCA_948612165.1	86	86	75	71	52	30	4182023	4182023	4150265	4126548	3812175	3041309	86	260607	4182023	46.84	90051	26002	97226.0	16	51	5.26	0 + 0 part
GCA_948626545.1	85	85	79	70	52	27	4277490	4277490	4265229	4199875	3903192	2973038	85	391529	4277490	46.61	86707	27393	117199.6	15	50	52.30	1 + 0 part
GCA_948639715.1	117	105	79	67	47	28	4401069	4392657	4304735	4213110	3898501	3181288	105	342555	4392657	46.96	92860	21333	117629.1	14	50	33.44	1 + 0 part
GCA_948643155.1	58	58	52	51	46	28	4353133	4353133	4333642	4326121	4236860	3549795	58	342578	4353133	46.63	126290	40164	145297.5	11	37	0.00	0 + 4 part
GCA_948683155.1	88	88	83	69	51	30	4355683	4355683	4338259	4230364	3972935	3154945	88	304977	4355683	46.75	87535	29967	111647.9	15	50	3.21	0 + 0 part
GCA_948701595.1	65	65	63	55	50	28	4258753	4258753	4250038	4190254	4117981	3285499	65	276068	4258753	46.53	97804	35464	129267.7	13	41	7.04	0 + 0 part
GCA_948701645.1	75	75	73	69	52	27	4062809	4062809	4055656	4029607	3766431	2861272	75	335815	4062809	46.90	85571	28520	110088.9	15	48	6.03	0 + 0 part
GCA_948709745.1	106	106	96	85	55	30	3985436	3985436	3945785	3862956	3391161	2444320	106	171793	3985436	46.95	55418	18235	69090.8	22	64	13.30	0 + 0 part
GCA_948709925.1	88	88	75	67	51	30	4299455	4299455	4260540	4205940	3938311	3166520	88	196604	4299455	46.82	91487	27569	97443.1	16	49	7.91	0 + 0 part
GCA_948729315.1	202	202	174	120	59	17	4139840	4139840	4036170	3631994	2655909	1242390	202	177048	4139840	46.87	32926	9188	42428.0	39	130	4.59	0 + 0 part
GCA_948757455.1	85	85	80	72	56	31	4035412	4035412	4013404	3953604	3690012	2736010	85	252614	4035412	47.00	64568	27841	84693.5	19	54	5.45	0 + 0 part
GCA_948808825.1	94	94	86	77	52	26	4399199	4399199	4372706	4301054	3877930	2886698	94	248375	4399199	46.70	97153	23627	100160.8	17	56	55.21	0 + 0 part
GCA_948810795.1	54	54	49	47	39	26	4195447	4195447	4180621	4166860	4032130	3535737	54	335531	4195447	46.70	154009	39992	159331.2	10	32	0.00	0 + 0 part
GCA_948810825.1	71	71	64	57	44	32	4312459	4312459	4288487	4245504	4017740	3576003	71	267398	4312459	46.70	102481	34002	118333.4	14	40	10.20	0 + 0 part
GCA_948812155.1	91	91	85	74	52	27	4245472	4245472	4220466	4143655	3767759	2820775	91	320697	4245472	46.76	79442	23687	101726.6	17	55	2.38	0 + 0 part
GCA_948815325.1	58	58	56	55	49	31	4237894	4237894	4229079	4221664	4104139	3391096	58	304977	4237894	46.61	92155	39990	120861.7	14	41	2.36	0 + 0 part
GCA_948878225.1	142	142	132	115	55	22	4149666	4149666	4114541	3993426	2981886	1930603	142	167560	4149666	46.71	38346	13724	58497.8	26	94	9.16	0 + 0 part
GCA_948883285.1	73	71	66	59	46	29	4250808	4249473	4229507	4175674	3961838	3314646	71	264179	4249473	46.70	113500	35465	119523.1	13	42	25.20	1 + 0 part
GCA_948936875.1	84	84	79	75	57	34	4164794	4164794	4145583	4119093	3826503	3047791	84	288804	4164794	47.06	69059	27098	91384.2	19	55	14.96	0 + 0 part
GCA_948937055.1	33	33	25	23	21	19	4322764	4322764	4299606	4284242	4251322	4173591	33	595143	4322764	46.17	395817	90599	330775.2	5	15	2.31	1 + 0 part
GCA_948940695.1	68	67	62	59	47	34	4219812	4219031	4201802	4180279	3990355	3491653	67	239045	4219031	46.68	107162	35614	113208.9	14	42	11.42	1 + 0 part
GCA_948942565.1	227	227	176	133	54	17	4169436	4169436	4013925	3700076	2436508	1149278	227	90637	4169436	46.91	30556	9251	36226.9	42	139	235.64	0 + 0 part
GCA_948979175.1	101	101	89	77	58	31	4075106	4075106	4045677	3963043	3637626	2699920	101	314430	4075106	46.87	63167	23879	87642.8	20	60	5.15	0 + 0 part
GCA_948989015.1	169	169	140	112	63	23	4182865	4182865	4089381	3881566	3112653	1629678	169	104869	4182865	46.85	43317	12810	46148.7	34	102	131.23	0 + 0 part
GCA_949011935.1	98	98	88	81	57	26	4115136	4115136	4088620	4039026	3643060	2506459	98	328824	4115136	46.86	66553	23431	90835.1	19	60	8.12	0 + 0 part
GCA_949030215.1	91	86	77	70	48	31	4206123	4203184	4178298	4130002	3739542	3086788	86	255459	4203184	46.83	80685	23261	101699.7	16	50	9.35	0 + 0 part
GCA_949067405.1	100	99	81	71	51	32	4169086	4168182	4110396	4037549	3659569	2950034	99	231150	4168182	46.87	79050	23106	85215.1	18	55	23.30	0 + 0 part
GCA_949085795.1	67	65	57	52	43	24	4032251	4030691	4006552	3966389	3809245	3078160	65	347171	4030691	46.86	108789	33936	136764.0	11	38	5.09	1 + 0 part
GCA_949375635.1	113	113	102	91	53	29	4159120	4159120	4124576	4048295	3419850	2563173	113	287672	4159120	46.89	59114	17554	83844.5	21	68	0.00	0 + 0 part
GCA_949379595.1	65	65	61	59	46	30	4129114	4129114	4118059	4105777	3890484	3323609	65	294726	4129114	46.88	100661	32528	116150.1	14	40	0.00	0 + 0 part
GCA_949383745.1	98	98	87	76	57	31	4078364	4078364	4046897	3972157	3654270	2687154	98	191688	4078364	46.96	63575	24522	76847.7	20	58	0.00	0 + 0 part
GCA_949386435.1	139	139	101	89	54	28	4021731	4021731	3890733	3802864	3246139	2364242	139	195715	4021731	46.96	56362	13786	69138.8	22	74	0.00	0 + 0 part
GCA_949387915.1	115	115	95	78	56	30	4211910	4211910	4148962	4027004	3657604	2635410	115	244702	4211910	46.53	59142	20502	82418.1	21	62	0.00	0 + 0 part
GCA_949402505.1	409	409	257	158	47	11	4815631	4815631	4357185	3614397	1797144	676066	409	80138	4815631	46.07	20885	5235	24403.0	74	253	0.00	0 + 0 part
GCA_949403105.1	179	179	150	120	63	23	4640544	4640544	4561542	4350777	3409169	1933167	179	218889	4640544	46.54	44811	13012	57577.0	32	105	0.00	0 + 0 part
GCA_949409425.1	123	123	110	97	63	28	4208917	4208917	4163657	4071547	3503480	2190098	123	132155	4208917	46.86	50951	18031	59253.1	27	77	0.00	0 + 0 part
GCA_949423725.1	107	107	96	83	56	29	4081977	4081977	4044811	3948247	3513496	2487942	107	238923	4081977	46.94	62445	18317	76883.1	21	64	0.00	0 + 0 part
GCA_949434395.1	225	225	175	128	56	15	4164640	4164640	4005989	3642241	2470388	1006204	225	114626	4164640	46.97	32061	9452	36012.3	43	139	0.00	0 + 0 part
GCA_949452615.1	97	97	91	79	57	33	4199169	4199169	4182975	4095801	3738091	2811975	97	207453	4199169	46.70	67349	24061	79300.2	21	59	0.00	0 + 0 part
GCA_949469235.1	109	109	94	83	50	28	4329009	4329009	4275601	4197786	3668385	2854457	109	310355	4329009	46.69	74942	17772	100526.8	17	61	0.00	0 + 0 part
GCA_949469305.1	116	116	96	83	55	30	4185383	4185383	4116806	4017854	3584915	2628076	116	195721	4185383	46.76	62889	16608	75021.8	21	65	0.00	0 + 0 part
GCA_949491795.1	40	40	27	25	22	19	4439958	4439958	4403274	4390656	4332821	4218570	40	588382	4439958	46.26	396019	90599	325275.5	5	16	0.00	1 + 0 part
GCA_949510795.1	112	112	102	90	59	22	4082067	4082067	4051141	3960295	3479108	2184536	112	219317	4082067	46.82	56084	16289	77219.0	20	69	0.00	0 + 0 part
GCA_949527285.1	278	278	212	134	49	11	4332805	4332805	4112306	3559011	2136899	765355	278	95326	4332805	46.47	24671	6599	31593.4	51	176	0.00	0 + 0 part
GCA_958352525.1	42	42	41	36	33	27	4147032	4147032	4143317	4106080	4056141	3841747	42	437512	4147032	46.68	190696	64757	187632.3	8	26	0.00	0 + 0 part
GCA_958354225.1	50	50	50	46	38	28	4286134	4286134	4286134	4258216	4123542	3751990	50	404151	4286134	46.55	122190	44108	168553.0	10	31	0.00	0 + 0 part
GCA_958367265.1	64	64	63	58	48	35	4523025	4523025	4519439	4487358	4326181	3805427	64	504014	4523025	46.45	104710	45070	148537.7	13	41	0.00	0 + 0 part
GCA_958402505.1	56	56	54	49	39	27	4415506	4415506	4408205	4372061	4193310	3752582	56	438695	4415506	46.47	158599	36240	181098.4	9	32	0.00	1 + 0 part
GCA_958405325.1	47	47	46	42	33	28	4338953	4338953	4335538	4304454	4154123	3969431	47	488083	4338953	46.50	144519	64639	188743.9	9	27	0.00	0 + 0 part
GCA_958407265.1	132	132	129	109	58	24	4011579	4011579	3999868	3847035	3022232	1860453	132	182913	4011579	47.33	45183	14192	58827.1	28	90	0.00	0 + 0 part
GCA_958421795.1	44	44	44	41	37	31	4549386	4549386	4549386	4529769	4454890	4241527	44	355472	4549386	46.40	155261	55832	164480.7	11	29	0.00	0 + 0 part
GCA_958435365.1	63	63	60	51	47	35	4417537	4417537	4403504	4335956	4280591	3857626	63	233555	4417537	46.42	104051	42099	122502.5	14	38	0.00	0 + 0 part
GCA_958436855.1	60	60	60	50	43	30	4225295	4225295	4225295	4148717	4037152	3563492	60	401321	4225295	46.79	106090	37121	148581.9	11	36	0.00	0 + 0 part
GCA_958447545.1	33	33	32	31	29	21	3960230	3960230	3956881	3947242	3901064	3612107	33	503411	3960230	46.45	197618	57138	217556.3	7	21	0.00	0 + 0 part
GCA_958454655.1	70	70	58	48	35	27	4850185	4850185	4808430	4726500	4507904	4247526	70	584743	4850185	46.38	159803	36314	222594.2	9	30	0.00	3 + 0 part
GCA_959019685.1	98	98	95	85	62	32	4280640	4280640	4268663	4193784	3829283	2802243	98	179467	4280640	46.56	71867	23945	74567.3	21	63	0.00	0 + 0 part
GCA_959025035.1	66	66	66	60	49	33	4457529	4457529	4457529	4411040	4217658	3553933	66	227601	4457529	46.40	96960	38871	111365.9	15	44	0.00	0 + 0 part
GCA_959029145.1	115	115	104	90	62	33	4685609	4685609	4645701	4542421	4108686	3003971	115	174777	4685609	46.86	69751	18927	76328.2	22	68	0.00	0 + 0 part
GCA_959598615.1	61	61	58	52	40	32	4122496	4122496	4109991	4070306	3865039	3558661	61	319731	4122496	46.54	98216	43137	142462.3	12	36	0.00	2 + 1 part
GCA_959605225.1	57	57	55	48	39	31	4333988	4333988	4326760	4275191	4137329	3842208	57	636815	4333988	46.44	119353	43422	199523.4	10	33	0.00	0 + 0 part
GCF_000403175.1	11	11	10	8	8	7	4835507	4835507	4834157	4820127	4820127	4783238	11	1467396	4835507	46.49	954504	335058	917041.0	2	6	310.72	9 + 0 part
GCF_001405475.1	26	25	22	20	17	16	4893267	4892643	4881812	4862776	4818771	4773329	25	658646	4892643	46.16	373664	121072	410245.5	5	12	168.64	3 + 0 part
GCF_001405595.1	67	61	41	37	31	24	4943194	4939176	4891045	4858303	4760774	4479970	61	391474	4939176	46.26	213041	54579	212687.3	9	24	107.71	3 + 0 part
GCF_001406095.1	32	30	26	21	17	16	4735295	4734581	4724619	4687021	4613929	4567176	30	668222	4734581	46.45	358755	117249	391089.7	5	13	133.97	3 + 0 part
GCF_001406135.1	20	20	19	18	16	15	4883234	4883234	4878987	4873917	4847382	4802884	20	557535	4883234	46.54	424828	129917	400327.8	5	12	37.56	3 + 0 part
GCF_001406635.1	81	68	60	49	40	31	4573204	4565861	4543489	4464757	4296059	3973510	68	358176	4565861	46.44	125043	40369	158071.6	11	35	103.59	4 + 0 part
GCF_001406715.1	16	15	13	10	9	9	4784733	4784319	4779038	4756194	4740858	4740858	15	1028242	4784319	46.52	821140	246785	714838.0	3	7	75.58	3 + 0 part
GCF_003436475.1	62	46	32	30	27	24	4626421	4615679	4585158	4574292	4524871	4397459	46	541766	4615679	46.23	292725	66209	282093.1	6	20	8.23	3 + 0 part
GCF_003437005.1	71	65	53	50	42	32	4644724	4640286	4614216	4595671	4474703	4137753	65	331607	4640286	46.43	121613	43853	150123.0	12	33	3.56	3 + 0 part
GCF_003437205.1	60	57	45	39	31	24	4748699	4746243	4722199	4674574	4556465	4318905	57	454826	4746243	46.55	229674	52274	230291.5	8	24	2.53	3 + 0 part
GCF_003437605.1	46	44	37	28	26	23	4832690	4831487	4813219	4747782	4720911	4612677	44	559541	4831487	46.55	241334	105104	280138.4	7	19	2.69	3 + 0 part
GCF_003438205.1	44	43	35	33	24	23	4735098	4734516	4715721	4698843	4556292	4522572	43	655741	4734516	46.37	223459	83594	282284.7	7	20	1.54	3 + 0 part
GCF_003438985.1	47	42	35	32	25	23	4715503	4712012	4694668	4670608	4533701	4455910	42	472933	4712012	46.28	226237	76675	242902.3	8	20	15.09	3 + 0 part
GCF_003439225.1	64	63	46	39	34	25	4993856	4993303	4958287	4913569	4821418	4500553	63	497881	4993303	46.14	217048	57201	239403.2	8	25	1.94	3 + 0 part
GCF_003439685.1	38	37	30	26	23	19	4633591	4633055	4614222	4586300	4546991	4423943	37	847675	4633055	46.50	279066	107668	361013.4	5	16	3.78	4 + 0 part
GCF_003457925.1	46	39	28	24	18	15	4602560	4597967	4573264	4538947	4437114	4342181	39	1039341	4597967	46.22	407839	82941	480438.4	4	13	5.50	3 + 0 part
GCF_003459325.1	70	65	49	42	30	24	4856052	4853230	4813876	4762635	4572827	4370325	65	459091	4853230	46.06	179218	60931	239797.4	8	24	9.95	3 + 0 part
GCF_003459585.1	66	58	46	37	30	22	4616357	4610651	4580583	4514105	4399668	4097577	58	476039	4610651	46.51	185311	45505	225003.2	8	24	3.36	3 + 0 part
GCF_003459625.1	53	48	41	35	30	25	4854399	4851750	4833049	4791821	4724604	4551791	48	527409	4851750	46.24	213287	60966	274062.4	7	22	2.06	4 + 0 part
GCF_003460085.1	63	59	47	38	30	27	4957414	4955196	4925739	4861400	4736770	4619580	59	387707	4955196	46.51	178468	78649	205065.7	9	25	2.91	3 + 0 part
GCF_003464525.1	131	110	75	60	50	38	5592715	5577298	5492929	5388255	5218879	4781081	110	372007	5577298	45.85	121336	37994	155347.0	14	44	8.39	7 + 0 part
