Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCA_905212305.1	49	49	46	43	28	16	2652184	2652184	2640628	2615212	2374444	1946722	49	318958	2652184	37.60	101923	21380	128500.7	8	29	0.00	1 + 0 part
GCA_938027185.1	10	10	10	10	9	7	2968562	2968562	2968562	2968562	2956006	2885894	10	1448457	2968562	37.24	494422	168052	862651.7	2	5	0.00	2 + 1 part
GCA_946402685.1	40	40	38	35	29	17	2667320	2667320	2661855	2638228	2548347	2106435	40	294178	2667320	37.59	129964	31419	129598.0	8	25	0.00	0 + 0 part
GCA_946891435.1	55	55	44	37	21	17	2670419	2670419	2632086	2583564	2323674	2177667	55	270102	2670419	37.57	152511	22377	130438.8	8	25	0.00	0 + 0 part
GCA_947058585.1	159	159	133	95	32	6	2726841	2726841	2642636	2370166	1337899	424683	159	97440	2726841	37.67	23628	8500	31143.3	34	105	0.00	0 + 0 part
GCA_947239845.1	15	15	15	15	14	10	2713133	2713133	2713133	2713133	2690688	2537114	15	617361	2713133	37.65	370071	76762	351267.4	3	9	0.00	0 + 1 part
GCA_947254475.1	39	39	38	38	29	18	2784748	2784748	2780012	2780012	2630678	2279327	39	245449	2784748	37.47	133011	30245	122282.8	9	25	0.00	0 + 0 part
GCA_947256725.1	42	42	40	38	33	18	2856343	2856343	2847407	2833807	2737258	2181070	42	375715	2856343	37.29	101628	33182	133865.6	9	28	0.00	0 + 0 part
GCA_947566355.1	187	187	147	106	38	7	3012911	3012911	2867732	2560439	1472314	432809	187	91644	3012911	36.93	23228	8087	28359.6	40	124	0.00	0 + 0 part
GCA_947648375.1	161	161	124	84	28	12	2718302	2718302	2580029	2303676	1367874	789610	161	93820	2718302	37.71	25308	7001	34712.7	28	102	0.00	0 + 0 part
GCA_948733425.1	423	413	184	73	5	1	2670448	2664070	1991487	1203045	192974	54788	413	54788	2664070	37.45	9098	3006	12066.1	87	288	15.77	1 + 0 part
GCA_948864435.1	201	201	143	87	27	9	2764803	2764803	2604185	2212086	1246322	672563	201	145094	2764803	37.53	23378	6476	35574.3	33	123	476.78	1 + 0 part
GCA_948875605.1	17	17	17	17	15	14	2769405	2769405	2769405	2769405	2734874	2695952	17	363655	2769405	37.50	295183	107814	244970.8	5	12	10.83	0 + 0 part
GCA_948947795.1	45	45	40	38	26	14	3190283	3190283	3173950	3157569	2946237	2526856	45	445002	3190283	37.03	173155	29202	188044.9	7	24	25.39	0 + 0 part
GCA_949019865.1	238	237	157	105	23	2	2702875	2701986	2468869	2082199	833779	151457	237	84327	2701986	37.75	16518	5888	21580.6	49	151	210.81	1 + 0 part
GCA_949033455.1	223	221	158	104	25	4	2859604	2858180	2657622	2240505	1034774	335203	221	116764	2858180	37.45	17626	6828	27267.7	44	144	145.55	1 + 0 part
GCA_949385245.1	336	336	181	84	8	1	2647947	2647947	2169282	1446084	264483	50446	336	50446	2647947	37.77	11425	3488	13503.0	73	233	0.00	0 + 0 part
GCA_949413805.1	29	29	25	25	25	16	2901420	2901420	2885795	2885795	2885795	2558798	29	439563	2901420	37.39	167172	45106	193040.4	6	18	0.00	0 + 0 part
GCA_949430885.1	351	351	177	72	9	0	2545294	2545294	2012935	1292932	318069	0	351	42638	2545294	37.59	10288	3407	13476.3	70	246	0.00	0 + 0 part
GCA_949437795.1	276	276	172	95	16	1	2643105	2643105	2325868	1759219	569566	84343	276	84343	2643105	37.79	13548	4259	18255.4	58	184	0.00	0 + 0 part
GCA_949457185.1	20	20	20	20	17	13	2800678	2800678	2800678	2800678	2755451	2611013	20	376691	2800678	37.47	267957	85697	243139.5	5	12	0.00	0 + 0 part
GCA_949740855.1	170	170	122	90	35	9	2928090	2928090	2794020	2577794	1662629	773651	170	154823	2928090	37.50	30180	7913	41725.1	29	97	0.00	0 + 2 part
GCA_958438715.1	11	11	11	11	11	10	2817210	2817210	2817210	2817210	2817210	2787993	11	753683	2817210	37.43	332160	115606	406304.7	3	8	0.00	0 + 0 part
GCA_959021835.1	17	17	17	17	15	12	2730400	2730400	2730400	2730400	2693374	2591803	17	594237	2730400	37.55	279635	109795	293873.5	4	10	0.00	0 + 0 part
GCA_959025115.1	35	35	35	29	25	16	2903240	2903240	2903240	2864517	2793022	2494689	35	543522	2903240	37.31	161229	37708	243553.0	5	19	0.00	0 + 0 part
GCA_959598935.1	30	30	28	28	23	20	2651753	2651753	2645641	2645641	2568374	2445970	30	259510	2651753	37.62	116539	53340	137427.8	8	19	0.00	0 + 0 part
GCF_000281195.1	3	3	3	3	2	2	3062505	3062505	3062505	3062505	3049612	3049612	3	2987450	3062505	37.42	2987450	2987450	2915550.5	1	1	0.00	12 + 0 part
GCF_000390645.1	6	6	6	5	5	4	2903647	2903647	2903647	2894321	2894321	2862952	6	1453722	2903647	37.38	1453722	293888	1002632.8	1	4	643.12	8 + 4 part
GCF_000390705.1	17	17	12	9	7	6	3063175	3063175	3051168	3035040	2991864	2958139	17	1593248	3063175	37.42	1593248	173828	1011202.3	1	5	370.43	9 + 1 part
GCF_000390745.1	10	10	8	7	7	5	2973355	2973355	2964196	2958931	2958931	2888855	10	864822	2973355	37.39	687960	283361	636807.9	2	5	429.78	21 + 1 part
GCF_000390765.1	19	19	7	5	3	3	3073482	3073482	3050762	3037114	3010783	3010783	19	2668905	3073482	37.18	2668905	253824	2341231.8	1	2	431.92	8 + 1 part
GCF_000390785.1	14	14	9	6	6	6	3087572	3087572	3074541	3051402	3051402	3051402	14	876651	3087572	37.32	761425	267683	649471.5	2	5	361.71	11 + 4 part
GCF_000390805.1	4	4	4	4	4	4	2922758	2922758	2922758	2922758	2922758	2922758	4	1484269	2922758	37.35	1484269	420870	1035534.6	1	3	293.93	8 + 1 part
GCF_000390825.1	8	8	6	6	6	4	2992890	2992890	2988129	2988129	2988129	2929644	8	1910819	2992890	37.28	1910819	251034	1361771.7	1	3	333.39	9 + 2 part
GCF_000390845.1	7	7	7	7	4	4	2910983	2910983	2910983	2910983	2871532	2871532	7	1464454	2910983	37.49	1464454	261799	1013295.8	1	4	595.57	20 + 1 part
GCF_000390865.1	6	6	5	5	4	4	2904550	2904550	2902133	2902133	2882648	2882648	6	1495366	2904550	37.34	1495366	374085	1038748.3	1	3	475.67	6 + 3 part
GCF_000390885.1	4	4	3	3	3	3	2791556	2791556	2790521	2790521	2790521	2790521	4	1432334	2791556	37.68	1432334	486627	1091865.8	1	3	413.28	12 + 1 part
GCF_000390905.1	6	6	6	6	5	5	2924859	2924859	2924859	2924859	2914478	2914478	6	903261	2924859	37.61	759560	435118	669390.1	2	4	247.19	20 + 0 part
GCF_000390925.1	7	7	5	5	4	4	2912152	2912152	2907814	2907814	2884033	2884033	7	2063010	2912152	37.33	2063010	254428	1544711.6	1	3	552.10	6 + 1 part
GCF_000479085.1	5	5	5	5	5	5	3066807	3066807	3066807	3066807	3066807	3066807	5	1519849	3066807	37.80	763999	340844	1031755.3	2	4	700.37	22 + 0 part
GCF_001263775.1	18	15	10	9	7	7	2915744	2913620	2903712	2894057	2857638	2857638	15	983929	2913620	37.30	550288	207049	586225.0	2	6	0.00	2 + 0 part
GCF_001400055.1	42	32	26	23	21	17	3146744	3142160	3129505	3103971	3066180	2930102	32	421685	3142160	37.07	194850	61875	229932.1	6	16	13.18	4 + 0 part
GCF_001806515.1	58	42	30	27	21	12	3024957	3015283	2987967	2971288	2877596	2555453	42	778720	3015283	37.31	343500	33990	362202.7	3	16	0.00	3 + 0 part
GCF_002077445.1	34	24	19	17	13	9	2913318	2906402	2894471	2882338	2813123	2670964	24	880591	2906402	37.34	362424	65510	457088.8	3	9	0.00	4 + 0 part
GCF_002088065.1	42	42	32	27	21	12	2964736	2964736	2937510	2902768	2801576	2436859	42	906625	2964736	37.42	232593	36036	385170.6	3	18	7.83	6 + 0 part
GCF_002140335.1	4	4	4	4	4	4	2864636	2864636	2864636	2864636	2864636	2864636	4	1464033	2864636	37.47	1464033	376293	1022480.3	1	3	496.15	20 + 0 part
GCF_002140925.1	5	5	2	2	2	2	2842237	2842237	2835503	2835503	2835503	2835503	5	2725786	2842237	37.61	2725786	2725786	2618348.1	1	1	1459.48	11 + 0 part
GCF_002140985.1	28	28	14	5	5	5	2903304	2903304	2870300	2813653	2813653	2813653	28	853323	2903304	37.85	754507	501150	673288.4	2	4	5538.35	8 + 2 part
GCF_002141395.1	6	6	6	6	6	5	2953354	2953354	2953354	2953354	2953354	2919769	6	1573537	2953354	37.61	1573537	289686	1046531.7	1	4	471.29	15 + 2 part
GCF_002141415.1	2	2	2	2	2	2	2761224	2761224	2761224	2761224	2761224	2761224	2	1660850	2761224	37.58	1660850	1100374	1437495.0	1	2	905.18	11 + 0 part
GCF_002163735.1	3	3	3	3	3	3	3054066	3054066	3054066	3054066	3054066	3054066	3	2873100	3054066	37.22	2873100	2873100	2709017.7	1	1	0.00	12 + 0 part
GCF_002812965.1	89	38	29	23	17	13	2984798	2961323	2940326	2897856	2790251	2656987	38	492690	2961323	37.39	236818	41600	258077.8	5	14	0.00	5 + 1 part
GCF_003438055.1	12	10	8	8	8	7	2665772	2664641	2661613	2661613	2661613	2624603	10	941575	2664641	37.63	694770	260458	611149.0	2	5	0.75	3 + 0 part
GCF_004168065.1	55	36	25	24	23	11	2982138	2971326	2948113	2941815	2922875	2491563	36	576517	2971326	37.36	229672	42353	258751.7	5	16	0.00	6 + 0 part
GCF_004793935.1	41	34	29	29	23	15	3028247	3023802	3015382	3015382	2915527	2591325	34	786750	3023802	37.14	176591	43883	320161.1	4	18	0.00	1 + 2 part
GCF_005234665.1	80	59	37	30	21	14	2869721	2859404	2808693	2760770	2613219	2339188	59	380861	2859404	37.47	224600	35441	185485.0	6	20	15.04	3 + 0 part
GCF_005234675.1	67	48	35	27	23	17	2874815	2864659	2832863	2782174	2705979	2468086	48	295091	2864659	37.50	140777	41430	164735.3	6	20	14.98	3 + 0 part
GCF_005234685.1	64	45	33	28	22	16	2831439	2821321	2790411	2762188	2646672	2403019	45	382672	2821321	37.53	140778	46637	177973.0	6	19	17.76	3 + 0 part
GCF_005234735.1	64	50	35	30	25	15	2880699	2873411	2842314	2814161	2727957	2336516	50	282188	2873411	37.45	159344	41430	163122.3	6	21	6.40	3 + 0 part
GCF_005234765.1	35	27	25	22	18	17	2842087	2837459	2834616	2818161	2747916	2719054	27	373932	2837459	37.50	267781	66163	215619.6	5	15	6.34	3 + 0 part
GCF_005235315.1	82	51	36	27	19	16	2876529	2860346	2826285	2769821	2649884	2548477	51	361507	2860346	37.47	249308	42874	200982.8	5	17	20.00	3 + 0 part
GCF_005235885.1	56	40	32	26	21	16	2832623	2824052	2803172	2766796	2669221	2468564	40	372956	2824052	37.53	195498	43252	183743.8	6	18	6.34	3 + 0 part
GCF_005235895.1	45	33	29	26	19	16	2886871	2881038	2872535	2856103	2739282	2614353	33	361639	2881038	37.42	261372	62183	206861.9	5	16	6.25	3 + 0 part
GCF_005236035.1	63	50	38	32	21	17	2901242	2894508	2865407	2828263	2653255	2503836	50	373932	2894508	37.38	183522	32723	179505.4	6	20	12.58	3 + 0 part
GCF_005236055.1	95	55	42	36	26	19	2974526	2959602	2928007	2890269	2704189	2417322	55	426277	2959602	37.34	107138	35441	165420.5	7	25	16.79	3 + 0 part
GCF_005236265.1	55	46	35	28	19	16	2904839	2899070	2869900	2826749	2678770	2552151	46	373934	2899070	37.38	220806	42161	194098.8	6	18	6.21	3 + 0 part
GCF_005236415.1	59	44	35	30	20	16	2880894	2873623	2850847	2822403	2651180	2481842	44	423937	2873623	37.44	178249	42161	207613.7	5	19	6.26	3 + 0 part
GCF_005236425.1	71	44	33	28	21	18	2900405	2890319	2864932	2832930	2716650	2623022	44	319469	2890319	37.43	176223	62183	180458.3	6	18	6.23	3 + 0 part
GCF_005236475.1	59	48	37	31	21	17	2880060	2873699	2849988	2814094	2646053	2491445	48	424336	2873699	37.45	169338	35712	205411.8	5	20	6.26	3 + 0 part
GCF_005236535.1	87	65	43	33	24	15	2829982	2818166	2757850	2690747	2531116	2249099	65	260413	2818166	37.37	164660	22378	147956.6	7	25	7.98	3 + 0 part
GCF_005236595.1	46	29	22	21	16	10	2900344	2892452	2874009	2868709	2786836	2564364	29	944974	2892452	37.39	360016	49672	460455.0	3	11	14.28	3 + 0 part
GCF_005236615.1	84	65	44	34	24	16	2830539	2820378	2764171	2698067	2516082	2281255	65	260265	2820378	37.37	164660	22422	146775.5	7	25	10.50	3 + 0 part
GCF_005236635.1	50	41	30	26	19	18	2809468	2803947	2778661	2752769	2631923	2600325	41	319469	2803947	37.56	176676	62272	183228.4	6	17	6.42	3 + 0 part
GCF_005236695.1	52	43	33	26	17	16	2869780	2864252	2841191	2796769	2654528	2613098	43	429066	2864252	37.47	267782	57097	227239.7	5	16	6.28	3 + 0 part
GCF_005236705.1	60	49	35	28	23	15	2880821	2874813	2843899	2799014	2710332	2406841	49	343097	2874813	37.47	232680	35441	188841.9	5	20	6.37	3 + 0 part
GCF_005236755.1	40	32	27	23	20	15	2823847	2818866	2805739	2783201	2730807	2533923	32	373931	2818866	37.43	250515	47403	217486.4	5	16	6.39	3 + 0 part
GCF_005236765.1	40	32	27	23	18	14	2807821	2803322	2790278	2766960	2686027	2525643	32	429148	2803322	37.56	261372	62592	239023.3	5	14	6.42	3 + 0 part
GCF_005236775.1	46	33	27	23	18	14	2808974	2802717	2786833	2763523	2682330	2525889	33	429148	2802717	37.56	261642	62169	239142.8	5	14	6.42	3 + 0 part
GCF_005236795.1	44	33	27	23	18	14	2809348	2804919	2790835	2767473	2686573	2526189	33	429148	2804919	37.56	261642	62451	239071.3	5	14	6.42	3 + 0 part
GCF_005236835.1	41	32	27	23	18	14	2808856	2804091	2791047	2767702	2686768	2526384	32	429148	2804091	37.56	261642	62592	239133.6	5	14	6.42	3 + 0 part
GCF_005236845.1	62	41	31	28	18	17	2881557	2872592	2852500	2834326	2669135	2632645	41	428754	2872592	37.47	249092	60453	207492.3	5	17	6.23	3 + 0 part
GCF_005236855.1	42	34	27	23	18	14	2808391	2804548	2786686	2763399	2682172	2526019	34	429148	2804548	37.56	261372	62592	238915.3	5	14	6.42	3 + 0 part
GCF_005236865.1	57	43	33	30	20	17	2879245	2872031	2851939	2833765	2668574	2568018	43	428754	2872031	37.47	232664	36490	199324.8	5	18	6.27	3 + 0 part
GCF_005236885.1	63	42	31	28	18	17	2881720	2873013	2852623	2834449	2669258	2632768	42	429147	2873013	37.48	249092	60453	207529.6	5	17	6.27	3 + 0 part
GCF_005236915.1	59	41	32	29	19	17	2880283	2872009	2853245	2835071	2669880	2604780	41	429147	2872009	37.47	232541	60453	203057.5	5	17	6.27	3 + 0 part
GCF_005236945.1	53	43	33	30	20	18	2866768	2860640	2840416	2822242	2657544	2592444	43	429147	2860640	37.49	176214	60453	190345.8	6	18	6.29	3 + 0 part
GCF_005236965.1	50	38	28	25	18	17	2826146	2820055	2799809	2781635	2667734	2632897	38	429147	2820055	37.53	249092	62183	211114.7	5	16	6.38	3 + 0 part
GCF_005236975.1	57	41	31	28	18	17	2880339	2872919	2852827	2834653	2669462	2632972	41	428831	2872919	37.47	249308	60453	207530.6	5	17	8.67	3 + 0 part
GCF_005236985.1	75	50	35	25	18	16	2881038	2868217	2834798	2770350	2662321	2584861	50	361509	2868217	37.46	226794	60548	202086.1	5	16	16.77	3 + 0 part
GCF_005237015.1	52	38	31	27	21	14	2785742	2779759	2764929	2741552	2644823	2365397	38	429147	2779759	37.58	249092	40619	210693.6	5	18	6.48	3 + 0 part
GCF_005237075.1	50	38	29	25	21	17	2809978	2803771	2783021	2756233	2688072	2553097	38	319469	2803771	37.55	186469	62170	179878.5	6	17	6.74	3 + 0 part
GCF_005237085.1	48	36	27	23	19	17	2810693	2805238	2786597	2759809	2691873	2622738	36	319469	2805238	37.56	186469	62272	191234.5	6	16	6.42	3 + 0 part
GCF_005237095.1	59	41	32	28	23	18	2812858	2804699	2785430	2758642	2677576	2504943	41	283867	2804699	37.55	186328	42050	167367.9	6	19	6.74	3 + 0 part
GCF_005237145.1	50	36	27	23	19	17	2810946	2805049	2786565	2759777	2691841	2622706	36	319469	2805049	37.56	186469	62272	191294.5	6	16	6.42	3 + 0 part
GCF_005237155.1	95	61	46	39	27	18	2970480	2957221	2919657	2874642	2674259	2374974	61	338305	2957221	37.32	121388	25929	166764.6	6	27	6.09	3 + 0 part
GCF_005237335.1	82	52	42	36	25	18	2938739	2926751	2900790	2863352	2686334	2448481	52	338324	2926751	37.36	121388	28862	174107.6	6	24	6.46	3 + 0 part
GCF_005237405.1	53	38	31	26	18	16	2868142	2861516	2847329	2818885	2689244	2616514	38	429147	2861516	37.47	261642	54998	231138.1	5	16	6.29	3 + 0 part
GCF_005237435.1	66	46	36	31	19	15	2959704	2950830	2924919	2896475	2683996	2525270	46	467748	2950830	37.32	220806	32107	220795.7	5	19	6.10	3 + 0 part
GCF_005237455.1	57	40	30	27	20	17	2853482	2847384	2825708	2809246	2669841	2544703	40	424330	2847384	37.48	152834	48746	202163.1	5	18	6.29	3 + 0 part
GCF_005237495.1	83	50	40	33	22	18	2888531	2876524	2853439	2806261	2620111	2468093	50	314169	2876524	37.45	152834	35712	161581.1	6	21	6.26	3 + 0 part
GCF_005237505.1	70	43	34	29	19	15	2881678	2871607	2847685	2819241	2651107	2483665	43	424320	2871607	37.44	261181	40631	219606.2	5	18	6.27	3 + 0 part
GCF_005237565.1	36	27	24	21	17	16	2863667	2858721	2851820	2835358	2765113	2721809	27	456378	2858721	37.37	267782	62183	250363.3	5	14	6.26	3 + 0 part
GCF_005237575.1	57	39	31	26	18	16	2881044	2873612	2857549	2829105	2697431	2617632	39	428754	2873612	37.44	261372	58073	229901.3	5	16	6.26	3 + 0 part
GCF_005237605.1	37	26	23	21	18	14	2856686	2849956	2844381	2830833	2779041	2637782	26	579260	2849956	37.45	284977	57471	277732.7	4	13	6.32	3 + 0 part
GCF_005237635.1	59	48	35	29	20	17	2910112	2903751	2869650	2830955	2677170	2550551	48	424334	2903751	37.37	188448	42161	201833.7	5	19	6.20	3 + 0 part
GCF_005237655.1	50	29	26	24	21	16	2858504	2848838	2842797	2829170	2777378	2603874	29	387916	2848838	37.45	190992	50912	205576.8	6	16	6.32	3 + 0 part
GCF_005237765.1	39	24	20	19	14	10	2899592	2890864	2879080	2873780	2791331	2645884	24	944863	2890864	37.39	360016	62029	464602.0	3	10	6.88	3 + 0 part
GCF_005237795.1	48	24	21	20	17	13	2796143	2786496	2780546	2775262	2723470	2583110	24	575341	2786496	37.50	240595	66990	275354.0	4	12	6.46	3 + 0 part
GCF_005237845.1	55	34	27	24	20	18	2808187	2799799	2784988	2766814	2698878	2622806	34	319073	2799799	37.56	176214	62272	185587.8	6	17	6.43	3 + 0 part
GCF_005237855.1	90	67	46	36	25	16	2831192	2819767	2763839	2694056	2489576	2213683	67	259996	2819767	37.37	164660	22378	142568.8	7	28	7.98	3 + 0 part
GCF_005237895.1	66	49	33	27	24	17	2880797	2872308	2836423	2798727	2736971	2475401	49	382672	2872308	37.48	127166	41430	173137.3	7	20	18.45	3 + 0 part
GCF_005237915.1	54	45	33	25	18	16	2887063	2881461	2852683	2800267	2679894	2598304	45	457354	2881461	37.34	261372	55938	230302.2	5	16	6.35	3 + 0 part
GCF_005237925.1	56	38	30	27	18	18	2880101	2872088	2853608	2835434	2687221	2687221	38	429147	2872088	37.47	249092	60453	208040.5	5	17	6.23	3 + 0 part
GCF_005237955.1	60	39	30	27	19	17	2827316	2818552	2799043	2780869	2647250	2583803	39	428754	2818552	37.53	232541	60453	205219.9	5	17	6.39	3 + 0 part
GCF_005237965.1	49	37	30	26	21	14	2855985	2851296	2833277	2809915	2729683	2454494	37	429413	2851296	37.48	230717	40970	224309.0	5	17	6.31	3 + 0 part
GCF_005237985.1	42	32	27	23	18	14	2808759	2803776	2790732	2767422	2686488	2526104	32	429148	2803776	37.56	261372	62592	239136.1	5	14	6.42	3 + 0 part
GCF_005238025.1	39	32	27	23	18	14	2808144	2803860	2790816	2767365	2686431	2525661	32	429148	2803860	37.56	261372	62592	238998.2	5	14	6.42	3 + 0 part
GCF_005238055.1	50	34	30	26	19	15	2809276	2802723	2792645	2769427	2661274	2510706	34	428755	2802723	37.56	261102	49383	223010.0	5	16	6.42	3 + 0 part
GCF_005238065.1	40	33	27	23	18	14	2808421	2805064	2790587	2767255	2686321	2525937	33	429148	2805064	37.56	261642	62592	238961.0	5	14	6.42	3 + 0 part
GCF_005238075.1	71	49	35	30	21	18	2899299	2886727	2856320	2825197	2688338	2578071	49	352228	2886727	37.40	141610	44643	181746.3	6	19	6.24	3 + 0 part
GCF_005238105.1	41	33	28	24	19	14	2808926	2804405	2791361	2767924	2686990	2485623	33	429148	2804405	37.56	249307	49383	232501.3	5	15	6.42	3 + 0 part
GCF_005238115.1	43	34	28	24	19	15	2808976	2805074	2790597	2767265	2686331	2525947	34	429148	2805074	37.56	261642	59332	225672.7	5	15	6.42	3 + 0 part
GCF_005238155.1	46	34	28	24	19	14	2809536	2804387	2790067	2766749	2685849	2496891	34	429147	2804387	37.56	249091	49095	234289.0	5	15	6.42	3 + 0 part
