Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_003363115.1	75	61	43	38	32	25	5252832	5245472	5203574	5172594	5095883	4862711	61	525726	5245472	43.42	239494	72997	254647.8	8	23	0.74	2 + 0 part
GCF_003436285.1	33	31	25	24	21	19	5195045	5193751	5176406	5170759	5120338	5052795	31	666198	5193751	43.30	316143	112249	359362.0	6	16	2.70	3 + 0 part
GCF_003436935.1	28	26	23	23	20	18	5253326	5251831	5244236	5244236	5205119	5122581	26	938005	5251831	43.47	469732	124989	482266.3	4	13	4.76	3 + 0 part
GCF_003437815.1	43	40	32	28	24	20	5062331	5060012	5041066	5009635	4951246	4799644	40	592937	5060012	43.24	336234	78278	331532.4	6	17	3.83	2 + 1 part
GCF_003438775.1	24	23	20	19	16	16	5079420	5078690	5070329	5061884	5003359	5003359	23	884988	5078690	43.36	356573	158212	464658.2	5	13	1.77	3 + 0 part
GCF_003438895.1	21	19	15	14	13	13	5081261	5080123	5071645	5063194	5042691	5042691	19	1140463	5080123	43.36	455129	158151	681314.6	3	10	1.77	3 + 0 part
GCF_003439285.1	40	33	27	22	18	17	4990390	4985504	4972967	4944895	4879140	4830912	33	1041720	4985504	43.33	494060	130001	493510.0	4	13	2.61	4 + 0 part
GCF_003439505.1	61	43	31	29	24	22	4987072	4975811	4947044	4931488	4851735	4778944	43	1018640	4975811	43.35	327430	70141	418354.6	5	18	16.92	3 + 0 part
GCF_003439635.1	33	31	28	27	24	22	5340087	5338523	5330666	5325641	5274078	5200947	31	780270	5338523	43.59	373362	98095	389099.1	5	17	2.19	3 + 0 part
GCF_003439675.1	30	28	23	23	21	20	5398873	5397580	5384934	5384934	5354712	5323251	28	780248	5397580	43.53	386436	124354	385642.1	6	15	2.41	3 + 0 part
GCF_003458215.1	89	77	48	41	31	25	5420590	5412471	5344595	5289059	5123022	4910914	77	741298	5412471	43.39	212576	53319	289371.6	8	25	10.70	3 + 0 part
GCF_003458955.1	40	36	32	27	23	15	5224118	5221352	5212356	5180479	5129810	4819076	36	1074800	5221352	43.23	495177	83695	507905.7	4	14	8.48	3 + 0 part
GCF_003464385.1	45	39	30	26	21	20	5170789	5166160	5149359	5127894	5065232	5028835	39	951093	5166160	43.29	422021	110600	516415.6	4	14	4.76	2 + 1 part
GCF_003468145.1	70	63	44	39	29	24	5165672	5161170	5111763	5081925	4912032	4710131	63	520858	5161170	43.24	236153	60809	250732.8	8	23	5.46	3 + 0 part
GCF_003469305.1	53	50	40	36	27	26	5065519	5063382	5039966	5012222	4871086	4844796	50	633690	5063382	43.42	236117	60441	273424.4	8	21	10.82	2 + 1 part
GCF_003469705.1	25	20	20	20	18	16	5112303	5108966	5108966	5108966	5082940	5018040	20	1059671	5108966	43.22	566397	144478	544638.0	4	12	1.37	3 + 0 part
GCF_003471925.1	41	35	31	27	23	21	5295367	5291075	5283456	5254787	5195734	5105685	35	795779	5291075	43.31	343623	118309	367513.6	6	17	3.59	3 + 0 part
GCF_003472025.1	40	37	31	26	21	19	5292183	5290128	5278163	5243095	5169597	5079947	37	796128	5290128	43.31	377111	84758	411206.0	5	15	1.70	3 + 0 part
GCF_003472195.1	46	36	29	27	25	22	5491309	5484464	5467310	5455420	5430154	5323915	36	967165	5484464	43.41	507211	90725	456599.0	5	17	5.00	3 + 0 part
GCF_003475385.1	42	39	31	28	20	20	5306467	5304615	5281749	5258375	5140651	5140651	39	710298	5304615	43.41	374893	117631	357100.5	6	17	3.88	3 + 0 part
GCF_004167855.1	36	36	29	27	23	19	5209622	5209622	5191110	5179626	5116285	4966321	36	1066996	5209622	43.28	515154	91466	484250.7	4	15	0.00	4 + 0 part
GCF_005844845.1	51	51	41	35	30	24	5684644	5684644	5659156	5623225	5556353	5335868	51	907546	5684644	43.79	291467	65901	421845.6	5	20	19.02	3 + 0 part
GCF_008369705.1	2	2	2	2	2	2	5419725	5419725	5419725	5419725	5419725	5419725	2	5330584	5419725	43.13	5330584	5330584	5244375.3	1	1	0.00	18 + 0 part
GCF_012844105.1	43	40	36	31	30	28	5289120	5287326	5276060	5240834	5229486	5135583	40	602508	5287326	43.26	188670	88229	257740.5	9	23	0.00	3 + 0 part
GCF_015548495.1	59	59	43	33	28	24	5102436	5102436	5068145	5001398	4916313	4765570	59	648979	5102436	43.35	305316	72782	300267.8	6	21	24.97	3 + 0 part
GCF_015548595.1	51	51	41	35	30	24	5684644	5684644	5659156	5623225	5556353	5335868	51	907546	5684644	43.79	291467	65901	421845.6	5	20	19.02	3 + 0 part
GCF_015548825.1	37	37	31	29	25	22	5157891	5157891	5145693	5131745	5083435	4965899	37	783997	5157891	43.21	393396	67120	385440.5	5	17	18.92	4 + 0 part
GCF_015551365.1	42	42	36	34	30	24	5277783	5277783	5260586	5248189	5190791	4961925	42	706552	5277783	43.26	262112	94833	284634.6	8	21	17.07	3 + 0 part
GCF_015553295.1	64	64	50	46	42	30	5359295	5359295	5324859	5295448	5227248	4781429	64	442999	5359295	43.61	167823	49797	193622.1	11	31	24.82	3 + 0 part
GCF_015553495.1	41	41	35	31	26	23	5311203	5311203	5293636	5265926	5182422	5058591	41	776247	5311203	43.40	290737	82194	334719.3	6	20	3.69	6 + 1 part
GCF_015553755.1	49	49	43	38	33	26	5084960	5084960	5068226	5034378	4946671	4630161	49	530673	5084960	43.22	216415	61494	233071.5	9	25	9.20	3 + 0 part
GCF_015556305.1	33	33	24	21	20	19	5516929	5516929	5499899	5481687	5468299	5430546	33	684676	5516929	43.60	425665	140813	382346.5	6	15	12.24	3 + 0 part
GCF_015558985.1	67	67	49	45	40	34	5278842	5278842	5234601	5207420	5109103	4864399	67	385360	5278842	43.28	153120	58531	172374.2	13	32	21.20	1 + 1 part
GCF_015560515.1	89	89	64	56	45	39	5626867	5626867	5568895	5506996	5299816	5080163	89	369567	5626867	43.42	137396	50685	154135.6	14	39	26.32	2 + 1 part
GCF_015669295.1	70	70	53	44	35	26	5161885	5161885	5123661	5064944	4917350	4564127	70	661670	5161885	43.62	186264	48125	264562.4	8	28	1.92	4 + 0 part
GCF_018292185.1	1	1	1	1	1	1	5224217	5224217	5224217	5224217	5224217	5224217	1	5224217	5224217	43.46	5224217	5224217	5224217.0	1	1	0.00	18 + 0 part
GCF_018786025.1	102	70	54	46	40	33	5288074	5275011	5242280	5185706	5100701	4808764	70	449067	5275011	43.62	166069	56609	189091.5	11	32	26.24	1 + 2 part
GCF_019041735.1	170	103	66	53	46	36	5466060	5428573	5348825	5257704	5133628	4731130	103	456282	5428573	43.24	135987	46067	174730.7	13	40	0.00	3 + 0 part
GCF_019041775.1	171	108	65	53	46	37	5466466	5430487	5338457	5257517	5137020	4783078	108	456282	5430487	43.24	144876	46067	166778.7	13	40	0.00	2 + 1 part
GCF_019041875.1	193	117	75	62	54	39	5466558	5424199	5340575	5252658	5109709	4557323	117	456282	5424199	43.23	134498	35433	140846.8	15	47	0.00	3 + 0 part
GCF_019130335.1	145	81	55	50	40	33	5193048	5159636	5101952	5063612	4906506	4636339	81	431792	5159636	43.52	187080	47888	192067.3	10	34	0.00	3 + 0 part
GCF_019130425.1	144	81	54	50	40	33	5193175	5160113	5101345	5072786	4915680	4655320	81	431792	5160113	43.52	210168	51269	202304.7	9	33	0.00	3 + 0 part
GCF_019733435.1	34	32	23	22	19	19	5282608	5281253	5263267	5256218	5206360	5206360	32	988989	5281253	43.40	571177	137238	501585.4	4	13	0.19	5 + 0 part
GCF_020538785.1	513	219	140	106	67	33	5381419	5285327	5105268	4859112	4146276	2890591	219	236953	5285327	43.88	54297	13473	70386.5	29	98	0.00	1 + 2 part
GCF_020539125.1	242	50	40	36	34	32	5433156	5385129	5357655	5327357	5299954	5213831	50	524665	5385129	43.60	225947	70418	263700.5	7	26	0.00	1 + 2 part
GCF_020558655.1	82	48	41	39	29	27	5335813	5322685	5308881	5295697	5146417	5051157	48	608625	5322685	43.46	237190	69931	290953.1	7	23	0.00	4 + 0 part
GCF_020558865.1	289	105	68	60	50	42	5809587	5749771	5657609	5606254	5439977	5157121	105	501049	5749771	43.62	121775	44242	158020.7	15	43	0.00	2 + 1 part
GCF_022832325.1	155	43	32	28	25	20	5302663	5257949	5236859	5212169	5163548	4965985	43	960591	5257949	43.51	476016	72528	463922.0	4	16	0.00	5 + 1 part
GCF_023274245.1	38	32	26	24	22	21	5222481	5218115	5204693	5192079	5166296	5125986	32	785379	5218115	43.26	369120	122286	382219.0	5	16	0.00	6 + 0 part
GCF_023274315.1	24	20	15	14	14	14	5222967	5220123	5211620	5206555	5206555	5206555	20	870030	5220123	43.26	491737	177291	563386.1	4	10	0.00	6 + 0 part
GCF_023274495.1	24	20	15	14	14	14	5222622	5219778	5211275	5206210	5206210	5206210	20	870030	5219778	43.26	491737	177291	563358.9	4	10	0.00	6 + 0 part
GCF_023274715.1	26	22	17	15	14	14	5222669	5219825	5211322	5201136	5190602	5190602	22	865137	5219825	43.26	491737	177291	558512.8	4	10	0.00	6 + 0 part
GCF_023274755.1	26	21	16	15	15	15	5223724	5220379	5211876	5206811	5206811	5206811	21	870030	5220379	43.26	491737	177291	510956.4	4	11	0.00	6 + 0 part
GCF_023274775.1	27	22	16	15	15	15	5223116	5219560	5209712	5204647	5204647	5204647	22	870030	5219560	43.26	491737	155325	527469.7	4	11	0.00	6 + 0 part
GCF_023274895.1	34	30	23	21	20	20	5222451	5220029	5205118	5192758	5179343	5179343	30	785379	5220029	43.26	369120	122286	406829.3	5	16	0.00	6 + 0 part
GCF_023275035.1	34	30	23	21	19	19	5222185	5219763	5204852	5192492	5163937	5163937	30	794723	5219763	43.26	407866	134461	449534.5	4	14	0.00	6 + 0 part
GCF_023276265.1	24	20	15	14	14	14	5222967	5220123	5211620	5206555	5206555	5206555	20	870030	5220123	43.26	491737	177291	563386.1	4	10	0.00	6 + 0 part
GCF_023276305.1	25	20	15	14	14	14	5223584	5220123	5211620	5206555	5206555	5206555	20	870030	5220123	43.26	491737	177291	563386.1	4	10	0.00	6 + 0 part
GCF_023276335.1	27	24	17	15	15	15	5223195	5221341	5205989	5193629	5193629	5193629	24	794723	5221341	43.26	491737	155325	519104.9	4	11	0.00	6 + 0 part
GCF_023702735.1	1	1	1	1	1	1	5369373	5369373	5369373	5369373	5369373	5369373	1	5369373	5369373	43.39	5369373	5369373	5369373.0	1	1	0.00	18 + 0 part
GCF_023894135.1	24	20	15	14	14	14	5222967	5220123	5211620	5206555	5206555	5206555	20	870030	5220123	43.26	491737	177291	563386.1	4	10	0.00	6 + 0 part
GCF_023958435.1	26	23	17	16	16	15	5248878	5247024	5235644	5230579	5230579	5196105	23	785379	5247024	43.21	491737	177291	492786.2	4	11	0.00	6 + 0 part
GCF_024007805.1	29	25	18	16	16	16	5226328	5223484	5207185	5194825	5194825	5194825	25	785379	5223484	43.26	446345	155324	466560.2	5	12	0.00	6 + 0 part
GCF_024128795.1	25	21	16	14	14	14	5223195	5220351	5211848	5201662	5201662	5201662	21	865137	5220351	43.26	491737	177291	561740.1	4	10	0.00	6 + 0 part
GCF_024261365.1	31	28	22	21	20	19	5248611	5246757	5236686	5231621	5218664	5184190	28	646300	5246757	43.21	398716	155325	393697.1	5	14	0.00	6 + 0 part
GCF_024294945.1	29	25	20	19	18	17	5245989	5243145	5234642	5229456	5216041	5181567	25	785379	5243145	43.22	491616	155325	460748.9	4	13	0.00	7 + 0 part
GCF_024295045.1	26	22	17	16	15	15	5222464	5219620	5211117	5206052	5192637	5192637	22	870030	5219620	43.26	491737	177291	547179.1	4	11	0.00	6 + 0 part
GCF_024295145.1	32	27	21	20	20	19	5223726	5220189	5210594	5205529	5205529	5167273	27	785379	5220189	43.26	398716	108545	426200.6	5	14	0.00	6 + 0 part
GCF_024296585.1	23	20	15	14	14	14	5222840	5220986	5212483	5207418	5207418	5207418	20	870030	5220986	43.26	491737	177291	563328.7	4	10	0.00	6 + 0 part
GCF_024357725.1	25	21	15	14	14	14	5223094	5220672	5210680	5205615	5205615	5205615	21	870030	5220672	43.26	491737	177291	563288.9	4	10	0.00	6 + 0 part
GCF_024462195.1	100	23	19	19	15	15	5369603	5344647	5330860	5330860	5276789	5276789	23	987030	5344647	43.47	609155	172680	625826.0	4	9	0.00	5 + 0 part
GCF_024462335.1	78	24	20	20	16	16	5361157	5343463	5329794	5329794	5275723	5275723	24	980336	5343463	43.47	474382	140682	583004.5	4	11	0.00	5 + 0 part
GCF_024463055.1	176	59	45	35	29	26	5864163	5823267	5787314	5707884	5606999	5495865	59	578108	5823267	43.66	257349	76792	280249.5	8	23	0.00	0 + 2 part
GCF_026965895.1	46	27	22	20	18	16	5196701	5190347	5172157	5158795	5135349	5071307	27	661421	5190347	43.34	428352	143568	402268.8	5	13	0.00	4 + 0 part
GCF_026965925.1	75	45	32	30	27	22	5228552	5215863	5190612	5177380	5127080	4945282	45	869107	5215863	43.33	272547	71851	386736.3	5	18	0.00	1 + 1 part
GCF_026965975.1	102	59	49	44	37	34	5300071	5282694	5256143	5221903	5098928	4960216	59	406787	5282694	43.10	176377	61377	183750.6	11	31	0.00	2 + 2 part
GCF_026965985.1	55	32	28	27	23	21	4950482	4943451	4933398	4927713	4875651	4808438	32	527474	4943451	43.27	324581	118298	315781.7	6	17	0.00	1 + 1 part
GCF_026966015.1	59	33	29	26	24	21	5056184	5047877	5040887	5021301	4991477	4881554	33	638647	5047877	43.17	283168	107176	344383.5	6	16	0.00	1 + 1 part
GCF_026966035.1	178	91	69	65	49	31	5631777	5598897	5542756	5512195	5226707	4554727	91	458997	5598897	43.68	167495	35788	189513.1	11	43	0.00	1 + 2 part
GCF_026966055.1	66	31	28	27	20	20	5477414	5465665	5459287	5451729	5331445	5331445	31	618507	5465665	43.43	380827	121702	364482.0	6	15	0.00	2 + 2 part
GCF_026966075.1	92	70	60	54	42	33	5227019	5217408	5195510	5153612	4964847	4644399	70	545737	5217408	43.39	141089	48739	206752.6	10	35	0.00	2 + 0 part
GCF_026966095.1	86	46	39	38	34	30	5114452	5099384	5084881	5079194	5020778	4897787	46	489897	5099384	43.13	175823	84505	212281.2	10	25	0.00	0 + 1 part
GCF_030294885.1	1	1	1	1	1	1	5040211	5040211	5040211	5040211	5040211	5040211	1	5040211	5040211	43.38	5040211	5040211	5040211.0	1	1	0.00	18 + 0 part
GCF_032190595.1	3	3	3	3	3	3	5361780	5361780	5361780	5361780	5361780	5361780	3	3912751	5361780	43.43	3912751	1388722	3215687.0	1	2	0.00	18 + 0 part
GCF_036317965.1	44	44	36	34	27	26	5265335	5265335	5248025	5236953	5083083	5051815	44	530356	5265335	43.19	356070	70013	298410.1	6	21	0.00	4 + 1 part
GCF_039064975.1	40	40	32	30	26	22	5087733	5087733	5060637	5047094	4977863	4837989	40	561545	5087733	43.12	236932	82175	305287.7	7	19	7.55	2 + 1 part
GCF_039065075.1	44	44	37	35	31	22	5077184	5077184	5059793	5042631	4980945	4639336	44	561508	5077184	43.12	275157	52821	267917.2	8	21	5.85	0 + 0 part
GCF_039065175.1	45	45	38	35	33	29	5077828	5077828	5059708	5040417	5008178	4886633	45	578547	5077828	43.13	217234	85362	228987.9	9	24	1.97	2 + 0 part
GCF_039065215.1	37	37	31	30	27	20	5081852	5081852	5068857	5061510	5017760	4740356	37	813664	5081852	43.12	359885	60822	383949.2	5	18	5.84	0 + 2 part
GCF_039065265.1	53	53	39	37	31	25	5095760	5095760	5057792	5045263	4941770	4684972	53	654960	5095760	43.26	247222	52834	280722.4	7	24	0.00	0 + 1 part
GCF_039065275.1	54	54	29	27	25	23	5220207	5220207	5176098	5163163	5124307	5042748	54	804903	5220207	43.22	326990	97580	343614.9	6	18	0.77	1 + 2 part
GCF_040566955.1	68	62	40	31	23	20	5469519	5465257	5415241	5351647	5244678	5147463	62	1095986	5465257	43.42	274500	106978	421093.4	6	18	0.00	9 + 0 part
GCF_040913245.1	281	281	199	148	76	23	5235929	5235929	5024132	4657430	3475875	1595842	281	116334	5235929	43.54	35359	9530	40152.3	48	154	44.65	1 + 2 part
GCF_040913305.1	131	130	102	80	58	31	5315938	5315000	5245078	5084978	4741676	3732519	130	283620	5315000	43.49	90092	22971	115837.2	17	60	61.94	2 + 1 part
GCF_040913325.1	123	120	105	88	60	31	5305216	5302428	5267864	5134724	4672498	3682746	120	401453	5302428	43.48	91049	20841	125617.1	16	65	66.99	0 + 1 part
GCF_040913345.1	34	34	28	26	25	23	5328025	5328025	5309029	5297493	5280333	5196045	34	972644	5328025	43.27	312249	97343	420060.4	5	18	12.80	2 + 1 part
GCF_040913375.1	110	110	60	53	43	33	5330885	5330885	5227560	5182348	5006084	4608954	110	359008	5330885	43.26	143487	47959	171115.5	11	37	14.63	3 + 0 part
GCF_040923305.1	118	118	103	94	63	39	5226106	5226106	5186322	5118757	4626107	3725099	118	232370	5226106	43.13	79350	22621	90209.7	22	67	35.49	1 + 0 part
GCF_040923345.1	58	58	45	43	36	30	5234416	5234416	5207174	5194163	5071014	4828268	58	633336	5234416	43.13	179222	57807	238348.5	9	28	99.71	1 + 0 part
GCF_040923385.1	66	66	56	49	42	31	5238252	5238252	5211836	5160981	5035346	4612363	66	541295	5238252	43.13	161779	44096	185616.8	12	34	98.37	1 + 0 part
GCF_040923405.1	81	81	72	65	54	33	5233397	5233397	5213234	5158728	4940247	4109640	81	294820	5233397	43.13	112019	37907	130790.4	15	47	44.71	0 + 1 part
GCF_040923455.1	66	66	58	51	43	33	5235867	5235867	5210493	5159493	5009208	4632875	66	415984	5235867	43.13	139951	41694	179173.3	11	35	115.17	1 + 0 part
GCF_040929245.1	45	45	34	30	28	26	5228397	5228397	5203798	5179669	5151651	5080925	45	488149	5228397	43.43	235538	110329	252744.9	8	21	12.60	5 + 0 part
GCF_042852975.1	17	13	6	5	4	2	5665753	5664804	5645046	5639452	5627615	5539553	13	4623585	5664804	43.37	4623585	915968	3922580.5	1	2	0.00	17 + 1 part
GCF_045689415.1	1	1	1	1	1	1	5141346	5141346	5141346	5141346	5141346	5141346	1	5141346	5141346	43.44	5141346	5141346	5141346.0	1	1	0.00	18 + 0 part
GCF_045689425.1	1	1	1	1	1	1	5174916	5174916	5174916	5174916	5174916	5174916	1	5174916	5174916	43.20	5174916	5174916	5174916.0	1	1	0.00	18 + 0 part
GCF_047307085.1	47	47	38	35	29	24	5235224	5235224	5215216	5195341	5094475	4927476	47	692779	5235224	43.49	219235	72668	331233.6	6	21	9.74	2 + 0 part
GCF_047309035.1	35	35	31	25	21	18	5233058	5233058	5223654	5183629	5120094	5007224	35	829902	5233058	43.39	460433	92171	484303.0	4	14	5.73	3 + 0 part
GCF_047309745.1	24	24	20	17	16	15	5260507	5260507	5248976	5225916	5212179	5164498	24	1412315	5260507	43.17	599759	142658	672046.2	3	11	9.50	3 + 0 part
GCF_047310305.1	38	38	30	28	26	24	5090042	5090042	5076913	5064113	5037786	4960408	38	726984	5090042	43.15	269221	90883	334970.9	6	19	7.86	1 + 1 part
GCF_047310585.1	33	33	27	24	19	18	5118518	5118518	5101689	5077479	5014205	4979820	33	817366	5118518	43.38	507916	99571	461161.3	5	13	9.77	3 + 1 part
GCF_047310595.1	30	30	23	21	19	18	5292163	5292163	5277735	5262883	5237395	5189472	30	862099	5292163	43.23	418471	134631	451488.9	5	13	9.64	1 + 2 part
GCF_047310925.1	87	87	64	55	45	35	5320519	5320519	5271760	5205865	5036833	4675967	87	338865	5320519	43.56	122822	40122	166370.8	12	38	7.71	3 + 2 part
GCF_047311285.1	31	31	24	22	21	19	5389161	5389161	5370587	5355440	5343990	5267438	31	635037	5389161	43.59	466093	140656	393202.2	6	14	9.28	1 + 2 part
GCF_051370685.1	53	46	34	31	22	21	5121141	5116272	5085408	5066869	4908384	4874008	46	851131	5116272	43.47	275377	84248	365636.8	6	18	9.44	1 + 0 part
GCF_051370805.1	61	50	37	32	23	21	5121432	5114491	5083274	5051929	4899817	4831049	50	851131	5114491	43.47	269147	84249	363786.1	6	18	13.33	2 + 0 part
GCF_051372425.1	61	54	42	38	29	25	5124519	5119701	5087788	5059902	4916522	4777108	54	558509	5119701	43.48	220921	71132	249607.2	8	23	11.31	2 + 0 part
GCF_051905015.1	2	2	2	2	2	2	5478442	5478442	5478442	5478442	5478442	5478442	2	5385814	5478442	43.27	5385814	5385814	5296318.3	1	1	0.00	18 + 0 part
GCF_902374115.1	5	5	5	5	5	5	5116282	5116282	5116282	5116282	5116282	5116282	5	3253542	5116282	43.17	3253542	389325	2276924.2	1	4	23.45	7 + 1 part
