Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_002885675.1	12	9	6	6	6	6	2790720	2789792	2785681	2785681	2785681	2785681	9	1206203	2789792	55.48	533417	453876	778178.8	2	4	0.43	3 + 1 part
GCF_002885695.1	13	11	9	7	6	6	2720086	2719597	2716668	2704303	2691245	2691245	11	775863	2719597	55.60	757281	177296	589849.5	2	5	0.40	4 + 0 part
GCF_002885715.1	19	18	14	14	11	8	2677689	2677020	2670277	2670277	2623536	2515411	18	719401	2677020	55.72	377473	133075	436486.6	3	7	0.49	3 + 0 part
GCF_003716915.1	1	1	1	1	1	1	2772237	2772237	2772237	2772237	2772237	2772237	1	2772237	2772237	55.39	2772237	2772237	2772237.0	1	1	0.00	9 + 0 part
GCF_003716935.1	1	1	1	1	1	1	2663833	2663833	2663833	2663833	2663833	2663833	1	2663833	2663833	55.76	2663833	2663833	2663833.0	1	1	0.00	9 + 0 part
GCF_003716955.1	1	1	1	1	1	1	2664010	2664010	2664010	2664010	2664010	2664010	1	2664010	2664010	55.76	2664010	2664010	2664010.0	1	1	0.00	9 + 0 part
GCF_003716975.1	1	1	1	1	1	1	2764211	2764211	2764211	2764211	2764211	2764211	1	2764211	2764211	55.25	2764211	2764211	2764211.0	1	1	0.00	9 + 0 part
GCF_004015005.1	1	1	1	1	1	1	2763834	2763834	2763834	2763834	2763834	2763834	1	2763834	2763834	55.25	2763834	2763834	2763834.0	1	1	0.00	9 + 0 part
GCF_004015025.1	1	1	1	1	1	1	2764311	2764311	2764311	2764311	2764311	2764311	1	2764311	2764311	55.26	2764311	2764311	2764311.0	1	1	0.00	9 + 0 part
GCF_004015045.1	1	1	1	1	1	1	2764297	2764297	2764297	2764297	2764297	2764297	1	2764297	2764297	55.26	2764297	2764297	2764297.0	1	1	0.00	9 + 0 part
GCF_004015065.1	1	1	1	1	1	1	2764188	2764188	2764188	2764188	2764188	2764188	1	2764188	2764188	55.25	2764188	2764188	2764188.0	1	1	0.00	9 + 0 part
GCF_004015085.1	1	1	1	1	1	1	2770124	2770124	2770124	2770124	2770124	2770124	1	2770124	2770124	55.30	2770124	2770124	2770124.0	1	1	0.00	9 + 0 part
GCF_004015105.2	1	1	1	1	1	1	2724348	2724348	2724348	2724348	2724348	2724348	1	2724348	2724348	55.32	2724348	2724348	2724348.0	1	1	0.00	9 + 0 part
GCF_004015125.1	1	1	1	1	1	1	2724161	2724161	2724161	2724161	2724161	2724161	1	2724161	2724161	55.32	2724161	2724161	2724161.0	1	1	0.00	9 + 0 part
GCF_004015205.1	1	1	1	1	1	1	2770073	2770073	2770073	2770073	2770073	2770073	1	2770073	2770073	55.30	2770073	2770073	2770073.0	1	1	0.00	9 + 0 part
GCF_004015225.1	1	1	1	1	1	1	2770146	2770146	2770146	2770146	2770146	2770146	1	2770146	2770146	55.30	2770146	2770146	2770146.0	1	1	0.00	9 + 0 part
GCF_004015245.1	1	1	1	1	1	1	2799431	2799431	2799431	2799431	2799431	2799431	1	2799431	2799431	55.30	2799431	2799431	2799431.0	1	1	0.00	9 + 0 part
GCF_004015265.1	1	1	1	1	1	1	2824041	2824041	2824041	2824041	2824041	2824041	1	2824041	2824041	55.39	2824041	2824041	2824041.0	1	1	0.00	9 + 0 part
GCF_004015285.1	1	1	1	1	1	1	2763965	2763965	2763965	2763965	2763965	2763965	1	2763965	2763965	55.25	2763965	2763965	2763965.0	1	1	0.00	9 + 0 part
GCF_004015305.1	1	1	1	1	1	1	2770098	2770098	2770098	2770098	2770098	2770098	1	2770098	2770098	55.30	2770098	2770098	2770098.0	1	1	0.00	9 + 0 part
GCF_004015325.1	1	1	1	1	1	1	2724186	2724186	2724186	2724186	2724186	2724186	1	2724186	2724186	55.32	2724186	2724186	2724186.0	1	1	0.00	9 + 0 part
GCF_004015345.1	1	1	1	1	1	1	2724154	2724154	2724154	2724154	2724154	2724154	1	2724154	2724154	55.32	2724154	2724154	2724154.0	1	1	0.00	9 + 0 part
GCF_004104435.1	1	1	1	1	1	1	2860407	2860407	2860407	2860407	2860407	2860407	1	2860407	2860407	55.32	2860407	2860407	2860407.0	1	1	0.00	9 + 0 part
GCF_004168105.1	41	41	23	18	15	13	2772088	2772088	2732652	2703191	2658891	2599638	41	404077	2772088	55.06	324533	87381	258980.7	4	12	0.04	3 + 2 part
GCF_008000975.1	1	1	1	1	1	1	2664043	2664043	2664043	2664043	2664043	2664043	1	2664043	2664043	55.76	2664043	2664043	2664043.0	1	1	0.00	9 + 0 part
GCF_008422615.1	17	17	16	13	12	12	2751592	2751592	2747690	2726311	2709190	2709190	17	729054	2751592	55.16	383866	88806	377798.1	3	10	3.23	3 + 0 part
GCF_008422635.1	22	22	18	13	12	12	2751304	2751304	2739420	2709188	2692067	2692067	22	503895	2751304	55.15	324533	89422	311756.4	4	10	4.29	3 + 0 part
GCF_008422665.1	20	20	19	14	13	13	2752176	2752176	2750893	2719134	2697610	2697610	20	403642	2752176	55.16	324533	89422	279738.1	4	11	2.22	3 + 0 part
GCF_008422685.1	24	24	17	13	12	12	2755956	2755956	2739864	2714986	2697865	2697865	24	504063	2755956	55.14	324533	88582	313179.6	4	10	6.79	3 + 0 part
GCF_008422695.1	21	21	16	12	11	11	2752380	2752380	2737903	2712328	2695207	2695207	21	504063	2752380	55.16	324533	88694	320266.4	4	9	7.45	3 + 0 part
GCF_008422705.1	35	35	17	13	12	12	2789753	2789753	2744988	2720565	2703444	2703444	35	503871	2789753	55.00	324533	89422	308942.4	4	10	3.33	3 + 0 part
GCF_008422715.1	22	22	17	14	13	12	2752203	2752203	2737726	2718440	2701319	2661810	22	403642	2752203	55.16	324533	88806	282982.9	4	10	7.78	3 + 0 part
GCF_008422765.1	26	26	18	13	12	12	2753750	2753750	2737477	2706864	2689743	2689743	26	504115	2753750	55.15	324533	88467	311432.0	4	10	7.08	3 + 0 part
GCF_008422775.1	21	21	16	13	12	12	2753150	2753150	2742043	2723077	2701553	2701553	21	504191	2753150	55.16	324533	88467	313577.1	4	10	10.35	3 + 0 part
GCF_008422795.1	23	23	17	14	13	13	2752587	2752587	2737255	2718355	2695255	2695255	23	403643	2752587	55.16	324533	88467	278679.3	4	11	11.66	3 + 0 part
GCF_008422805.1	24	24	19	14	13	13	2752298	2752298	2741191	2710578	2689054	2689054	24	403643	2752298	55.16	324533	88467	278323.4	4	11	3.52	3 + 0 part
GCF_008422815.1	21	21	16	13	12	12	2752334	2752334	2738357	2719391	2702270	2702270	21	504012	2752334	55.16	324533	88582	313605.7	4	10	1.42	3 + 0 part
GCF_008422865.1	21	21	16	12	11	11	2752868	2752868	2738891	2714013	2696892	2696892	21	504022	2752868	55.16	383866	88694	340255.5	3	9	9.12	3 + 0 part
GCF_008422875.1	23	23	16	12	11	11	2752525	2752525	2734246	2709535	2690838	2690838	23	729054	2752525	55.16	385341	88582	392357.7	3	9	15.99	3 + 0 part
GCF_008422895.1	24	24	18	13	12	12	2752621	2752621	2738067	2707860	2690739	2690739	24	493615	2752621	55.16	321296	88582	308176.2	4	10	10.03	3 + 0 part
GCF_008422925.1	25	25	19	14	13	13	2751571	2751571	2736631	2706399	2689278	2689278	25	449884	2751571	55.16	321296	88467	281803.3	4	11	5.16	3 + 0 part
GCF_008422965.1	22	22	18	14	13	13	2751903	2751903	2740339	2714255	2697134	2697134	22	409301	2751903	55.16	324533	88513	280132.0	4	11	0.00	3 + 0 part
GCF_008422985.1	22	22	17	12	11	11	2752058	2752058	2739211	2709004	2691883	2691883	22	504203	2752058	55.16	324533	89897	330155.4	4	9	11.77	3 + 0 part
GCF_008422995.1	31	31	19	14	13	13	2775895	2775895	2752196	2718001	2695156	2695156	31	731925	2775895	55.06	321541	88467	357725.6	3	11	4.83	3 + 0 part
GCF_008423015.1	23	23	18	14	13	13	2752383	2752383	2739467	2714655	2691810	2691810	23	403643	2752383	55.16	324533	88582	278531.7	4	11	10.75	3 + 0 part
GCF_008423035.1	31	31	18	13	12	12	2778410	2778410	2752084	2721456	2704335	2704335	31	504130	2778410	55.04	324533	89422	310864.6	4	10	6.73	3 + 0 part
GCF_008423065.1	22	22	19	14	13	13	2752368	2752368	2744386	2713773	2692249	2692249	22	440089	2752368	55.16	324533	88467	291599.4	4	11	4.69	3 + 0 part
GCF_008423095.1	20	20	17	14	13	13	2751854	2751854	2743721	2723614	2700769	2700769	20	403724	2751854	55.15	324533	89422	281264.2	4	11	4.36	3 + 0 part
GCF_008423115.1	25	25	23	18	15	14	2751615	2751615	2746430	2714991	2659651	2633511	25	449884	2751615	55.15	309661	63828	273394.9	4	12	8.10	3 + 0 part
GCF_008423135.1	25	25	22	18	17	15	2761382	2761382	2753991	2728650	2715398	2640149	25	403643	2761382	55.11	255180	63523	254202.9	4	13	2.53	3 + 0 part
GCF_008423185.1	30	30	19	15	13	12	2774410	2774410	2748328	2723987	2693566	2667411	30	503900	2774410	55.07	324533	88834	306279.7	4	10	8.90	3 + 2 part
GCF_008423215.1	46	46	20	15	13	12	2783632	2783632	2744819	2712506	2682041	2655846	46	500730	2783632	55.07	324532	88467	302759.1	4	11	3.27	3 + 0 part
GCF_008423245.1	82	82	21	14	13	12	2876208	2876208	2758133	2715538	2698417	2658941	82	511387	2876208	54.28	324532	88467	296857.9	4	11	7.09	5 + 1 part
GCF_008423265.1	77	77	22	15	13	13	2881414	2881414	2771295	2722301	2691233	2691233	77	403642	2881414	54.67	324533	88467	266130.6	4	12	3.05	6 + 0 part
GCF_008423275.1	32	32	19	13	12	12	2782022	2782022	2750544	2712638	2695517	2695517	32	504224	2782022	55.06	324533	88467	308617.5	4	10	11.93	3 + 0 part
GCF_008423295.1	121	121	24	15	12	12	2979066	2979066	2800562	2741659	2699639	2699639	121	505328	2979066	54.78	324532	72382	289010.5	4	12	8.46	6 + 0 part
GCF_008423325.1	26	26	17	13	12	12	2755967	2755967	2738252	2713551	2696430	2696430	26	505100	2755967	55.15	324533	88467	311867.8	4	10	5.41	3 + 0 part
GCF_008423335.1	24	24	17	14	13	13	2753636	2753636	2738577	2719677	2696832	2696832	24	403642	2753636	55.15	324533	88806	278653.0	4	11	5.23	3 + 0 part
GCF_008423365.1	18	18	16	12	11	10	2763018	2763018	2756852	2731549	2714428	2674902	18	732198	2763018	55.16	457328	91505	425280.4	3	8	73.80	4 + 0 part
GCF_008423375.1	141	141	19	13	12	11	2935244	2935244	2749427	2714795	2697674	2658211	141	505065	2935244	54.55	324533	88467	307175.7	4	11	76.45	3 + 0 part
GCF_008423385.1	26	26	18	15	14	13	2761541	2761541	2742230	2723330	2706209	2666770	26	414316	2761541	55.15	324795	90341	276800.7	4	11	84.41	3 + 0 part
GCF_008423405.1	24	24	18	14	13	12	2756657	2756657	2741304	2715936	2698815	2659294	24	730202	2756657	55.16	384143	87381	382920.5	3	10	40.34	3 + 0 part
GCF_008423445.1	23	23	20	16	15	14	2759345	2759345	2750120	2722808	2698567	2659156	23	452936	2759345	55.16	255152	88467	279416.0	4	12	44.21	3 + 0 part
GCF_008423455.1	31	31	23	20	19	16	2756409	2756409	2734823	2714372	2697251	2594531	31	403641	2756409	55.16	255162	63486	228655.4	5	14	80.83	3 + 0 part
GCF_010223015.1	1	1	1	1	1	1	2734231	2734231	2734231	2734231	2734231	2734231	1	2734231	2734231	55.40	2734231	2734231	2734231.0	1	1	0.00	9 + 0 part
GCF_010223075.1	1	1	1	1	1	1	2734254	2734254	2734254	2734254	2734254	2734254	1	2734254	2734254	55.40	2734254	2734254	2734254.0	1	1	0.00	9 + 0 part
GCF_010223095.1	1	1	1	1	1	1	2888371	2888371	2888371	2888371	2888371	2888371	1	2888371	2888371	55.50	2888371	2888371	2888371.0	1	1	0.00	9 + 0 part
GCF_010223115.1	1	1	1	1	1	1	2888305	2888305	2888305	2888305	2888305	2888305	1	2888305	2888305	55.50	2888305	2888305	2888305.0	1	1	0.00	9 + 0 part
GCF_010223135.1	1	1	1	1	1	1	2836174	2836174	2836174	2836174	2836174	2836174	1	2836174	2836174	55.35	2836174	2836174	2836174.0	1	1	0.00	9 + 0 part
GCF_010223155.1	1	1	1	1	1	1	2724254	2724254	2724254	2724254	2724254	2724254	1	2724254	2724254	55.32	2724254	2724254	2724254.0	1	1	0.00	9 + 0 part
GCF_010223175.1	1	1	1	1	1	1	2724277	2724277	2724277	2724277	2724277	2724277	1	2724277	2724277	55.32	2724277	2724277	2724277.0	1	1	0.00	9 + 0 part
GCF_010223195.1	1	1	1	1	1	1	2724300	2724300	2724300	2724300	2724300	2724300	1	2724300	2724300	55.32	2724300	2724300	2724300.0	1	1	0.00	9 + 0 part
GCF_010223255.1	1	1	1	1	1	1	2724313	2724313	2724313	2724313	2724313	2724313	1	2724313	2724313	55.32	2724313	2724313	2724313.0	1	1	0.00	9 + 0 part
GCF_010223405.1	1	1	1	1	1	1	2836880	2836880	2836880	2836880	2836880	2836880	1	2836880	2836880	55.35	2836880	2836880	2836880.0	1	1	0.00	9 + 0 part
GCF_010223575.1	1	1	1	1	1	1	2836855	2836855	2836855	2836855	2836855	2836855	1	2836855	2836855	55.35	2836855	2836855	2836855.0	1	1	0.00	9 + 0 part
GCF_010229055.1	1	1	1	1	1	1	2736695	2736695	2736695	2736695	2736695	2736695	1	2736695	2736695	55.41	2736695	2736695	2736695.0	1	1	0.00	9 + 0 part
GCF_010229315.1	1	1	1	1	1	1	2810249	2810249	2810249	2810249	2810249	2810249	1	2810249	2810249	55.26	2810249	2810249	2810249.0	1	1	0.00	9 + 0 part
GCF_010229495.1	1	1	1	1	1	1	2782478	2782478	2782478	2782478	2782478	2782478	1	2782478	2782478	55.70	2782478	2782478	2782478.0	1	1	0.00	9 + 0 part
GCF_010229695.1	1	1	1	1	1	1	2782314	2782314	2782314	2782314	2782314	2782314	1	2782314	2782314	55.70	2782314	2782314	2782314.0	1	1	0.00	9 + 0 part
GCF_010229955.1	1	1	1	1	1	1	2782334	2782334	2782334	2782334	2782334	2782334	1	2782334	2782334	55.70	2782334	2782334	2782334.0	1	1	0.00	9 + 0 part
GCF_010230155.1	1	1	1	1	1	1	2803530	2803530	2803530	2803530	2803530	2803530	1	2803530	2803530	55.70	2803530	2803530	2803530.0	1	1	0.00	9 + 0 part
GCF_010230515.1	1	1	1	1	1	1	2844782	2844782	2844782	2844782	2844782	2844782	1	2844782	2844782	55.88	2844782	2844782	2844782.0	1	1	0.00	9 + 0 part
GCF_010230725.1	1	1	1	1	1	1	2844797	2844797	2844797	2844797	2844797	2844797	1	2844797	2844797	55.88	2844797	2844797	2844797.0	1	1	0.00	9 + 0 part
GCF_010230935.1	1	1	1	1	1	1	2844777	2844777	2844777	2844777	2844777	2844777	1	2844777	2844777	55.88	2844777	2844777	2844777.0	1	1	0.00	9 + 0 part
GCF_010231195.1	1	1	1	1	1	1	2844808	2844808	2844808	2844808	2844808	2844808	1	2844808	2844808	55.88	2844808	2844808	2844808.0	1	1	0.00	9 + 0 part
GCF_010509235.1	1	1	1	1	1	1	2878261	2878261	2878261	2878261	2878261	2878261	1	2878261	2878261	55.64	2878261	2878261	2878261.0	1	1	0.00	9 + 0 part
GCF_014170075.1	1	1	1	1	1	1	3004919	3004919	3004919	3004919	3004919	3004919	1	3004919	3004919	55.28	3004919	3004919	3004919.0	1	1	0.00	9 + 0 part
GCF_018779675.1	2	2	2	2	2	2	2834171	2834171	2834171	2834171	2834171	2834171	2	2703982	2834171	55.38	2703982	2703982	2585753.6	1	1	0.00	9 + 0 part
GCF_018779765.1	2	2	2	1	1	1	3000091	3000091	3000091	2993759	2993759	2993759	2	2993759	3000091	55.15	2993759	2993759	2987453.7	1	1	0.00	9 + 0 part
GCF_019132835.1	117	58	42	31	28	19	2967984	2941871	2905854	2825836	2767140	2456436	58	348847	2941871	55.12	127609	33025	141376.9	8	25	0.00	5 + 1 part
GCF_022133405.1	55	35	28	22	21	19	2720761	2713303	2692247	2651753	2636499	2580264	35	379021	2713303	55.27	182734	53042	182106.4	6	17	0.00	3 + 0 part
GCF_022135785.1	99	64	46	39	31	25	2957220	2943679	2905082	2851689	2713053	2512782	64	261000	2943679	55.26	103136	28993	104968.5	11	29	0.00	2 + 1 part
GCF_024462135.1	462	45	26	22	20	16	3023775	2926467	2883077	2855696	2821347	2691800	45	400372	2926467	55.22	183355	58052	210844.5	6	16	0.00	2 + 1 part
GCF_026810105.1	1	1	1	1	1	1	2675865	2675865	2675865	2675865	2675865	2675865	1	2675865	2675865	55.70	2675865	2675865	2675865.0	1	1	21.45	9 + 0 part
GCF_030848245.1	1	1	1	1	1	1	2724348	2724348	2724348	2724348	2724348	2724348	1	2724348	2724348	55.61	2724348	2724348	2724348.0	1	1	0.00	9 + 0 part
GCF_030848265.1	1	1	1	1	1	1	2746868	2746868	2746868	2746868	2746868	2746868	1	2746868	2746868	56.09	2746868	2746868	2746868.0	1	1	0.00	9 + 0 part
GCF_030848285.1	1	1	1	1	1	1	2742000	2742000	2742000	2742000	2742000	2742000	1	2742000	2742000	55.72	2742000	2742000	2742000.0	1	1	0.00	9 + 0 part
GCF_030848305.1	1	1	1	1	1	1	2650075	2650075	2650075	2650075	2650075	2650075	1	2650075	2650075	55.99	2650075	2650075	2650075.0	1	1	0.00	9 + 0 part
GCF_032144195.1	47	24	19	16	13	11	2864053	2857243	2847302	2830100	2775583	2710367	24	910004	2857243	55.10	602555	87877	504316.1	2	9	119.00	3 + 0 part
GCF_033947425.1	1	1	1	1	1	1	2840709	2840709	2840709	2840709	2840709	2840709	1	2840709	2840709	55.36	2840709	2840709	2840709.0	1	1	0.00	9 + 0 part
GCF_039066375.1	183	183	131	98	38	8	2876361	2876361	2742435	2502867	1469414	461019	183	74213	2876361	55.17	26590	8183	28840.0	37	108	41.68	0 + 1 part
GCF_039066385.1	126	126	99	73	42	12	2885265	2885265	2807823	2613849	2051732	1035086	126	115915	2885265	55.18	35314	10378	49214.6	22	72	239.70	2 + 0 part
GCF_039066425.1	147	146	115	89	37	12	2879640	2878652	2786690	2594863	1707860	867315	146	110845	2878652	55.18	29492	10204	39583.1	28	89	113.14	0 + 1 part
GCF_039066465.1	172	172	118	92	42	8	2878475	2878475	2735537	2553104	1736695	531939	172	94146	2878475	55.17	30224	8198	33897.5	32	97	128.19	1 + 1 part
GCF_040361715.1	32	32	25	23	21	17	2886926	2886926	2872491	2856931	2823660	2692828	32	264850	2886926	55.21	179002	92609	171747.9	7	16	0.00	3 + 0 part
GCF_041226625.1	70	59	47	41	32	17	2826560	2819075	2790981	2746550	2599774	2030255	59	229961	2819075	55.56	104070	28829	121087.7	8	30	42.57	3 + 0 part
GCF_041477025.1	29	27	19	18	15	13	2761143	2759844	2734443	2728659	2680442	2604962	27	606066	2759844	55.38	419012	65769	344148.6	3	11	6.63	3 + 0 part
GCF_041537825.1	39	28	18	16	15	14	2773350	2767668	2743927	2733130	2714527	2676495	28	820362	2767668	55.28	205336	85902	360949.8	4	12	0.00	3 + 0 part
GCF_045257715.1	1	1	1	1	1	1	2663782	2663782	2663782	2663782	2663782	2663782	1	2663782	2663782	55.76	2663782	2663782	2663782.0	1	1	3.75	9 + 0 part
GCF_046045155.1	60	49	29	25	19	16	2792574	2785291	2729212	2706846	2613584	2495073	49	392514	2785291	55.32	233023	44918	209036.3	5	17	0.04	3 + 0 part
GCF_049808635.1	131	50	37	29	25	19	2914622	2880146	2859177	2800239	2740857	2538366	50	375699	2880146	54.94	126474	38570	166454.7	7	21	0.00	2 + 0 part
GCF_049811625.1	75	47	26	24	21	18	2910967	2900009	2849544	2836566	2789859	2678745	47	553256	2900009	55.03	149225	64621	242738.7	5	17	0.00	3 + 0 part
GCF_051210235.1	87	49	34	29	25	19	2955132	2936354	2903614	2867484	2783060	2566555	49	418873	2936354	55.29	113480	43376	192546.1	6	21	0.00	3 + 0 part
GCF_052355065.1	40	40	37	30	23	17	2745945	2745945	2733060	2690942	2594000	2381168	40	362646	2745945	55.52	140439	38762	172900.7	6	20	18.21	0 + 0 part
GCF_052362155.1	247	247	156	93	20	4	2609773	2609773	2333226	1868404	729105	233378	247	66699	2609773	55.95	15799	4780	20453.8	49	160	160.70	3 + 0 part
GCF_052368545.1	43	43	42	36	32	21	2764143	2764143	2760065	2716958	2643879	2264250	43	208508	2764143	55.59	104129	32835	107599.4	10	27	26.88	0 + 0 part
GCF_052377865.1	1	1	1	1	1	1	2660691	2660691	2660691	2660691	2660691	2660691	1	2660691	2660691	55.77	2660691	2660691	2660691.0	1	1	0.00	9 + 0 part
GCF_902387255.1	1	1	1	1	1	1	2762447	2762447	2762447	2762447	2762447	2762447	1	2762447	2762447	55.19	2762447	2762447	2762447.0	1	1	0.00	9 + 0 part
