reference,querry,ani,alignment_coverage,primary_cluster
EHM016687.fna,GCF_030131705.1.fna,0.9895149999999999,0.928436911487759,1
EHM016687.fna,GCF_030357945.1.fna,0.988306,0.8907721280602636,1
EHM016687.fna,GCF_036957665.1.fna,0.986103,0.8788449466415568,1
EHM016687.fna,GCF_046518655.1.fna,0.986541,0.9052102950408035,1
EHM016687.fna,GCF_046555535.1.fna,0.989679,0.9089767733835531,1
EHM016687.fna,GCF_046555695.1.fna,0.989622,0.9139987445072191,1
EHM016687.fna,GCF_046555735.1.fna,0.9885550000000001,0.9058380414312618,1
EHM016687.fna,GCF_046559175.1.fna,0.988969,0.90646578782172,1
EHM016687.fna,GCF_047313245.1.fna,0.987928,0.8857501569365976,1
EHM016687.fna,GCF_050782755.1.fna,0.9893540000000001,0.9240426867545511,1
EHM016687.fna,GCF_054185985.1.fna,0.986656,0.8851224105461394,1
EHM016687.fna,GCF_054186025.1.fna,0.986665,0.8819836785938481,1
EHM018416.fna,EHM013856.fna,0.990982,0.9568679495686795,1
EHM018416.fna,EHM016687.fna,0.9906860000000001,0.9396151293961513,1
EHM018416.fna,EHM018416.fna,1.0,0.9953550099535501,1
EHM018416.fna,EHM019588.fna,0.99072,0.9648307896483079,1
EHM018416.fna,EHM025899.fna,0.987571,0.9124087591240876,1
EHM018416.fna,EHM034508.fna,0.965255,0.8699402786994028,1
EHM018416.fna,EHM036539.fna,0.965377,0.8925016589250165,1
EHM018416.fna,EHM042977.fna,0.999185,0.9661579296615793,1
EHM018416.fna,EHM043923.fna,0.9907340000000001,0.9608493696084937,1
EHM018416.fna,EHM050060.fna,0.990685,0.9376244193762442,1
EHM018416.fna,EHM055692.fna,0.990352,0.9595222295952223,1
EHM018416.fna,EHM066268.fna,0.990473,0.9694757796947578,1
EHM018416.fna,EHM079210.fna,0.964024,0.8069011280690113,1
EHM018416.fna,EHM081080.fna,0.990804,0.9635036496350365,1
EHM018416.fna,EHM082134.fna,0.96598,0.9250165892501659,1
EHM018416.fna,EHM082624.fna,0.990788,0.9462508294625083,1
EHM018416.fna,GCA_030131705.1.fna,0.9910370000000001,0.9820836098208361,1
EHM018416.fna,GCA_036957665.1.fna,0.987834,0.93364299933643,1
EHM018416.fna,GCA_046518655.1.fna,0.9880490000000001,0.9502322495023225,1
EHM018416.fna,GCA_046555535.1.fna,0.990544,0.953550099535501,1
EHM018416.fna,GCA_046555695.1.fna,0.99083,0.9495686794956868,1
EHM018416.fna,GCA_046555735.1.fna,0.9895229999999999,0.9654943596549436,1
EHM018416.fna,GCA_046559175.1.fna,0.990038,0.9542136695421367,1
EHM018416.fna,GCA_047313245.1.fna,0.988315,0.9482415394824154,1
EHM018416.fna,GCA_050782755.1.fna,0.9970709999999999,0.9807564698075647,1
EHM018416.fna,GCA_054185985.1.fna,0.987915,0.9362972793629728,1
EHM018416.fna,GCA_054186025.1.fna,0.988418,0.9323158593231586,1
EHM018416.fna,GCF_014230105.1.fna,0.990316,0.9628400796284008,1
EHM018416.fna,GCF_018138525.1.fna,0.99062,0.9482415394824154,1
EHM018416.fna,GCF_030131705.1.fna,0.9910370000000001,0.9820836098208361,1
EHM018416.fna,GCF_030357945.1.fna,0.989733,0.9462508294625083,1
EHM018416.fna,GCF_036957665.1.fna,0.987834,0.93364299933643,1
EHM018416.fna,GCF_046518655.1.fna,0.9880490000000001,0.9502322495023225,1
EHM018416.fna,GCF_046555535.1.fna,0.990544,0.953550099535501,1
EHM018416.fna,GCF_046555695.1.fna,0.99083,0.9495686794956868,1
EHM018416.fna,GCF_046555735.1.fna,0.9895229999999999,0.9654943596549436,1
EHM018416.fna,GCF_046559175.1.fna,0.990038,0.9542136695421367,1
EHM018416.fna,GCF_047313245.1.fna,0.988315,0.9482415394824154,1
EHM018416.fna,GCF_050782755.1.fna,0.9970709999999999,0.9807564698075647,1
EHM018416.fna,GCF_054185985.1.fna,0.987915,0.9362972793629728,1
EHM018416.fna,GCF_054186025.1.fna,0.988418,0.9323158593231586,1
EHM019588.fna,EHM013856.fna,0.98868,0.8927089508002372,1
EHM019588.fna,EHM016687.fna,0.990112,0.8606994665085952,1
EHM019588.fna,EHM018416.fna,0.9904609999999999,0.8559573206876111,1
EHM019588.fna,EHM019588.fna,1.0,0.998221695317131,1
EHM019588.fna,EHM025899.fna,0.986251,0.8304682868998222,1
EHM019588.fna,EHM034508.fna,0.9640049999999999,0.7990515708358032,1
EHM019588.fna,EHM036539.fna,0.9636539999999999,0.8245406046235921,1
EHM019588.fna,EHM042977.fna,0.990668,0.8435091879075282,1
EHM019588.fna,EHM043923.fna,0.999838,0.9590989922940131,1
EHM019588.fna,EHM050060.fna,0.989136,0.8701837581505631,1
EHM019588.fna,EHM055692.fna,0.989017,0.8879668049792531,1
EHM019588.fna,EHM066268.fna,0.988976,0.8855957320687611,1
EHM019588.fna,EHM079210.fna,0.962123,0.7480735032602253,1
EHM019588.fna,EHM081080.fna,0.98907,0.9057498518079431,1
EHM019588.fna,EHM082134.fna,0.964189,0.8583283935981031,1
EHM019588.fna,EHM082624.fna,0.989229,0.8784825133372851,1
EHM019588.fna,GCA_030131705.1.fna,0.990529,0.9063426200355661,1
EHM019588.fna,GCA_036957665.1.fna,0.985429,0.8512151748666271,1
EHM019588.fna,GCA_046518655.1.fna,0.9859690000000001,0.8660343805572022,1
EHM019588.fna,GCA_046555535.1.fna,0.988793,0.8814463544754001,1
EHM019588.fna,GCA_046555695.1.fna,0.988714,0.8832246591582691,1
EHM019588.fna,GCA_046555735.1.fna,0.9879340000000001,0.8820391227030231,1
EHM019588.fna,GCA_046559175.1.fna,0.9878570000000001,0.8737403675163011,1
EHM019588.fna,GCA_047313245.1.fna,0.987034,0.8666271487848252,1
EHM019588.fna,GCA_050782755.1.fna,0.989654,0.8938944872554832,1
EHM019588.fna,GCA_054185985.1.fna,0.98673,0.8547717842323651,1
EHM019588.fna,GCA_054186025.1.fna,0.98712,0.8464730290456431,1
EHM019588.fna,GCF_014230105.1.fna,0.987748,0.8879668049792531,1
EHM019588.fna,GCF_018138525.1.fna,0.988783,0.8707765263781861,1
EHM019588.fna,GCF_030131705.1.fna,0.990529,0.9063426200355661,1
EHM019588.fna,GCF_030357945.1.fna,0.988067,0.8707765263781861,1
EHM019588.fna,GCF_036957665.1.fna,0.985429,0.8512151748666271,1
EHM019588.fna,GCF_046518655.1.fna,0.9859690000000001,0.8660343805572022,1
EHM019588.fna,GCF_046555535.1.fna,0.988793,0.8814463544754001,1
EHM019588.fna,GCF_046555695.1.fna,0.988714,0.8832246591582691,1
EHM019588.fna,GCF_046555735.1.fna,0.9879340000000001,0.8820391227030231,1
EHM019588.fna,GCF_046559175.1.fna,0.9878570000000001,0.8737403675163011,1
EHM019588.fna,GCF_047313245.1.fna,0.987034,0.8666271487848252,1
EHM019588.fna,GCF_050782755.1.fna,0.989654,0.8938944872554832,1
EHM019588.fna,GCF_054185985.1.fna,0.98673,0.8547717842323651,1
EHM019588.fna,GCF_054186025.1.fna,0.98712,0.8464730290456431,1
EHM025899.fna,EHM013856.fna,0.986733,0.8907138344914719,1
EHM025899.fna,EHM016687.fna,0.9862090000000001,0.8679722046746684,1
EHM025899.fna,EHM018416.fna,0.987551,0.8711307643714467,1
EHM025899.fna,EHM019588.fna,0.985831,0.8963992419456728,1
EHM025899.fna,EHM025899.fna,1.0,0.9955780164245104,1
EHM025899.fna,EHM034508.fna,0.964622,0.815540113708149,1
EHM025899.fna,EHM036539.fna,0.964632,0.8376500315855969,1
EHM025899.fna,EHM042977.fna,0.9874259999999999,0.866708780795957,1
EHM025899.fna,EHM043923.fna,0.985941,0.8913455464308275,1
EHM025899.fna,EHM050060.fna,0.985409,0.8692356285533797,1
EHM025899.fna,EHM055692.fna,0.985988,0.8919772583701832,1
EHM025899.fna,EHM066268.fna,0.986981,0.903348073278585,1
EHM025899.fna,EHM079210.fna,0.962369,0.7637397346809854,1
EHM025899.fna,EHM081080.fna,0.986723,0.8932406822488945,1
EHM025899.fna,EHM082134.fna,0.964054,0.8673404927353127,1
EHM025899.fna,EHM082624.fna,0.986725,0.8723941882501579,1
EHM025899.fna,GCA_030131705.1.fna,0.9868389999999999,0.899557801642451,1
EHM025899.fna,GCA_036957665.1.fna,0.9853360000000001,0.8711307643714467,1
EHM025899.fna,GCA_046518655.1.fna,0.990309,0.9387239418825016,1
EHM025899.fna,GCA_046555535.1.fna,0.9868049999999999,0.9001895135818067,1
EHM025899.fna,GCA_046555695.1.fna,0.9869540000000001,0.9027163613392293,1
EHM025899.fna,GCA_046555735.1.fna,0.985842,0.9052432090966519,1
EHM025899.fna,GCA_046559175.1.fna,0.987226,0.8913455464308275,1
EHM025899.fna,GCA_047313245.1.fna,0.9867140000000001,0.8957675300063171,1
EHM025899.fna,GCA_050782755.1.fna,0.987155,0.8907138344914719,1
EHM025899.fna,GCA_054185985.1.fna,0.986703,0.8692356285533797,1
EHM025899.fna,GCA_054186025.1.fna,0.986507,0.8717624763108023,1
EHM025899.fna,GCF_014230105.1.fna,0.9854510000000001,0.914087176247631,1
EHM025899.fna,GCF_018138525.1.fna,0.9863890000000001,0.8856601389766267,1
EHM025899.fna,GCF_030131705.1.fna,0.9868389999999999,0.899557801642451,1
EHM025899.fna,GCF_030357945.1.fna,0.986823,0.885028427037271,1
EHM025899.fna,GCF_036957665.1.fna,0.9853360000000001,0.8711307643714467,1
EHM025899.fna,GCF_046518655.1.fna,0.990309,0.9387239418825016,1
EHM025899.fna,GCF_046555535.1.fna,0.9868049999999999,0.9001895135818067,1
EHM025899.fna,GCF_046555695.1.fna,0.9869540000000001,0.9027163613392293,1
EHM025899.fna,GCF_046555735.1.fna,0.985842,0.9052432090966519,1
EHM025899.fna,GCF_046559175.1.fna,0.987226,0.8913455464308275,1
EHM025899.fna,GCF_047313245.1.fna,0.9867140000000001,0.8957675300063171,1
EHM025899.fna,GCF_050782755.1.fna,0.987155,0.8907138344914719,1
EHM025899.fna,GCF_054185985.1.fna,0.986703,0.8692356285533797,1
EHM025899.fna,GCF_054186025.1.fna,0.986507,0.8717624763108023,1
EHM034508.fna,EHM013856.fna,0.963699,0.8451935081148564,1
EHM034508.fna,EHM016687.fna,0.9640179999999999,0.8208489388264669,1
EHM034508.fna,EHM018416.fna,0.9649800000000001,0.813358302122347,1
EHM034508.fna,EHM019588.fna,0.9648350000000001,0.8420724094881398,1
EHM034508.fna,EHM025899.fna,0.9646380000000001,0.7946317103620475,1
EHM034508.fna,EHM034508.fna,1.0,0.99812734082397,1
EHM034508.fna,EHM036539.fna,0.999995,0.9881398252184769,1
EHM034508.fna,EHM042977.fna,0.96513,0.8052434456928839,1
EHM034508.fna,EHM043923.fna,0.9648350000000001,0.8295880149812734,1
EHM034508.fna,EHM050060.fna,0.9635720000000001,0.8239700374531835,1
EHM034508.fna,EHM055692.fna,0.963605,0.8352059925093633,1
EHM034508.fna,EHM066268.fna,0.964588,0.8420724094881398,1
EHM034508.fna,EHM079210.fna,0.9859260000000001,0.7846441947565543,1
EHM034508.fna,EHM081080.fna,0.964015,0.8451935081148564,1
EHM034508.fna,EHM082134.fna,0.989661,0.8870162297128589,1
EHM034508.fna,EHM082624.fna,0.9640860000000001,0.8264669163545568,1
EHM034508.fna,GCA_030131705.1.fna,0.964554,0.846441947565543,1
EHM034508.fna,GCA_036957665.1.fna,0.963441,0.8239700374531835,1
EHM034508.fna,GCA_046518655.1.fna,0.9640460000000001,0.8358302122347067,1
EHM034508.fna,GCA_046555535.1.fna,0.96458,0.8308364544319601,1
EHM034508.fna,GCA_046555695.1.fna,0.964785,0.8308364544319601,1
EHM034508.fna,GCA_046555735.1.fna,0.964314,0.8495630461922596,1
EHM034508.fna,GCA_046559175.1.fna,0.964226,0.8339575530586767,1
EHM034508.fna,GCA_047313245.1.fna,0.964779,0.8264669163545568,1
EHM034508.fna,GCA_050782755.1.fna,0.964701,0.8302122347066168,1
EHM034508.fna,GCA_054185985.1.fna,0.964251,0.8177278401997503,1
EHM034508.fna,GCA_054186025.1.fna,0.9641240000000001,0.8233458177278402,1
EHM034508.fna,GCF_014230105.1.fna,0.9639759999999999,0.8420724094881398,1
EHM034508.fna,GCF_018138525.1.fna,0.964122,0.8277153558052435,1
EHM034508.fna,GCF_030131705.1.fna,0.964554,0.846441947565543,1
EHM034508.fna,GCF_030357945.1.fna,0.964845,0.8214731585518102,1
EHM034508.fna,GCF_036957665.1.fna,0.963441,0.8239700374531835,1
EHM034508.fna,GCF_046518655.1.fna,0.9640460000000001,0.8358302122347067,1
EHM034508.fna,GCF_046555535.1.fna,0.96458,0.8308364544319601,1
EHM034508.fna,GCF_046555695.1.fna,0.964785,0.8308364544319601,1
EHM034508.fna,GCF_046555735.1.fna,0.964314,0.8495630461922596,1
EHM034508.fna,GCF_046559175.1.fna,0.964226,0.8339575530586767,1
EHM034508.fna,GCF_047313245.1.fna,0.964779,0.8264669163545568,1
EHM034508.fna,GCF_050782755.1.fna,0.964701,0.8302122347066168,1
EHM034508.fna,GCF_054185985.1.fna,0.964251,0.8177278401997503,1
EHM034508.fna,GCF_054186025.1.fna,0.9641240000000001,0.8233458177278402,1
EHM036539.fna,EHM013856.fna,0.963681,0.849908480780964,1
EHM036539.fna,EHM016687.fna,0.963651,0.8248932275777914,1
EHM036539.fna,EHM018416.fna,0.964809,0.8181818181818182,1
EHM036539.fna,EHM019588.fna,0.964263,0.8474679682733374,1
EHM036539.fna,EHM025899.fna,0.964707,0.7998779743746187,1
EHM036539.fna,EHM034508.fna,0.999995,0.9676632092739476,1
EHM036539.fna,EHM036539.fna,1.0,0.9981696156192801,1
EHM036539.fna,EHM042977.fna,0.964888,0.8120805369127517,1
EHM036539.fna,EHM043923.fna,0.9642000000000001,0.8370957901159244,1
EHM036539.fna,EHM050060.fna,0.963411,0.8279438682123246,1
EHM036539.fna,EHM055692.fna,0.963351,0.8407565588773642,1
EHM036539.fna,EHM066268.fna,0.964531,0.8456375838926175,1
EHM036539.fna,EHM079210.fna,0.985828,0.7907260524710189,1
EHM036539.fna,EHM081080.fna,0.9637290000000001,0.8505186089078707,1
EHM036539.fna,EHM082134.fna,0.9893559999999999,0.896888346552776,1
EHM036539.fna,EHM082624.fna,0.9638800000000001,0.8322147651006712,1
EHM036539.fna,GCA_030131705.1.fna,0.964309,0.8511287370347773,1
EHM036539.fna,GCA_036957665.1.fna,0.963199,0.8297742525930445,1
EHM036539.fna,GCA_046518655.1.fna,0.964141,0.8389261744966443,1
EHM036539.fna,GCA_046555535.1.fna,0.964542,0.8346552776082977,1
EHM036539.fna,GCA_046555695.1.fna,0.964623,0.8364856619890177,1
EHM036539.fna,GCA_046555735.1.fna,0.964262,0.8547895057962172,1
EHM036539.fna,GCA_046559175.1.fna,0.964182,0.8383160463697377,1
EHM036539.fna,GCA_047313245.1.fna,0.9647880000000001,0.8309945088468579,1
EHM036539.fna,GCA_050782755.1.fna,0.9644929999999999,0.8352654057352044,1
EHM036539.fna,GCA_054185985.1.fna,0.964109,0.8224527150701647,1
EHM036539.fna,GCA_054186025.1.fna,0.96405,0.8279438682123246,1
EHM036539.fna,GCF_014230105.1.fna,0.9641540000000001,0.8468578401464307,1
EHM036539.fna,GCF_018138525.1.fna,0.9640989999999999,0.8328248932275778,1
EHM036539.fna,GCF_030131705.1.fna,0.964309,0.8511287370347773,1
EHM036539.fna,GCF_030357945.1.fna,0.964786,0.825503355704698,1
EHM036539.fna,GCF_036957665.1.fna,0.963199,0.8297742525930445,1
EHM036539.fna,GCF_046518655.1.fna,0.964141,0.8389261744966443,1
EHM036539.fna,GCF_046555535.1.fna,0.964542,0.8346552776082977,1
EHM036539.fna,GCF_046555695.1.fna,0.964623,0.8364856619890177,1
EHM036539.fna,GCF_046555735.1.fna,0.964262,0.8547895057962172,1
EHM036539.fna,GCF_046559175.1.fna,0.964182,0.8383160463697377,1
EHM036539.fna,GCF_047313245.1.fna,0.9647880000000001,0.8309945088468579,1
EHM036539.fna,GCF_050782755.1.fna,0.9644929999999999,0.8352654057352044,1
EHM036539.fna,GCF_054185985.1.fna,0.964109,0.8224527150701647,1
EHM036539.fna,GCF_054186025.1.fna,0.96405,0.8279438682123246,1
EHM042977.fna,EHM013856.fna,0.991263,0.9544541192230409,1
EHM042977.fna,EHM016687.fna,0.990714,0.9356999330207636,1
EHM042977.fna,EHM018416.fna,0.999209,0.9758874748827864,1
EHM042977.fna,EHM019588.fna,0.991058,0.9618218352310783,1
EHM042977.fna,EHM025899.fna,0.9877889999999999,0.9169457468184863,1
EHM042977.fna,EHM034508.fna,0.9652419999999999,0.869390488948426,1
EHM042977.fna,EHM036539.fna,0.965282,0.8935030140656397,1
EHM042977.fna,EHM042977.fna,1.0,0.9953114534494307,1
EHM042977.fna,EHM043923.fna,0.991117,0.955123911587408,1
EHM042977.fna,EHM050060.fna,0.990756,0.942397856664434,1
EHM042977.fna,EHM055692.fna,0.990569,0.9618218352310783,1
EHM042977.fna,EHM066268.fna,0.990444,0.971198928332217,1
EHM042977.fna,EHM079210.fna,0.9644790000000001,0.8091091761553918,1
EHM042977.fna,EHM081080.fna,0.99041,0.9691895512391159,1
EHM042977.fna,EHM082134.fna,0.9659690000000001,0.9236436704621568,1
EHM042977.fna,EHM082624.fna,0.9905710000000001,0.9484259879437374,1
EHM042977.fna,GCA_030131705.1.fna,0.991489,0.9785666443402545,1
EHM042977.fna,GCA_036957665.1.fna,0.987875,0.9356999330207636,1
EHM042977.fna,GCA_046518655.1.fna,0.9878230000000001,0.9511051574012056,1
EHM042977.fna,GCA_046555535.1.fna,0.9906100000000001,0.956463496316142,1
EHM042977.fna,GCA_046555695.1.fna,0.990711,0.9571332886805091,1
EHM042977.fna,GCA_046555735.1.fna,0.989857,0.9638312123241795,1
EHM042977.fna,GCA_046559175.1.fna,0.9901819999999999,0.9578030810448761,1
EHM042977.fna,GCA_047313245.1.fna,0.988699,0.9403884795713329,1
EHM042977.fna,GCA_050782755.1.fna,0.9964449999999999,0.9832551908908238,1
EHM042977.fna,GCA_054185985.1.fna,0.988061,0.9370395177494977,1
EHM042977.fna,GCA_054186025.1.fna,0.988671,0.9303415941058272,1
EHM042977.fna,GCF_014230105.1.fna,0.990475,0.9611520428667113,1
EHM042977.fna,GCF_018138525.1.fna,0.9909,0.9397186872069658,1
EHM042977.fna,GCF_030131705.1.fna,0.991489,0.9785666443402545,1
EHM042977.fna,GCF_030357945.1.fna,0.989854,0.9457468184862693,1
EHM042977.fna,GCF_036957665.1.fna,0.987875,0.9356999330207636,1
EHM042977.fna,GCF_046518655.1.fna,0.9878230000000001,0.9511051574012056,1
EHM042977.fna,GCF_046555535.1.fna,0.9906100000000001,0.956463496316142,1
EHM042977.fna,GCF_046555695.1.fna,0.990711,0.9571332886805091,1
EHM042977.fna,GCF_046555735.1.fna,0.989857,0.9638312123241795,1
EHM042977.fna,GCF_046559175.1.fna,0.9901819999999999,0.9578030810448761,1
EHM042977.fna,GCF_047313245.1.fna,0.988699,0.9403884795713329,1
EHM042977.fna,GCF_050782755.1.fna,0.9964449999999999,0.9832551908908238,1
EHM042977.fna,GCF_054185985.1.fna,0.988061,0.9370395177494977,1
EHM042977.fna,GCF_054186025.1.fna,0.988671,0.9303415941058272,1
EHM043923.fna,EHM013856.fna,0.989484,0.9077017114914425,1
EHM043923.fna,EHM016687.fna,0.990205,0.882640586797066,1
EHM043923.fna,EHM018416.fna,0.990713,0.8795843520782396,1
EHM043923.fna,EHM019588.fna,0.999833,0.9920537897310513,1
EHM043923.fna,EHM025899.fna,0.9863590000000001,0.8557457212713936,1
EHM043923.fna,EHM034508.fna,0.964627,0.8147921760391198,1
EHM043923.fna,EHM036539.fna,0.9647950000000001,0.83679706601467,1
EHM043923.fna,EHM042977.fna,0.990857,0.867359413202934,1
EHM043923.fna,EHM043923.fna,1.0,0.9981662591687042,1
EHM043923.fna,EHM050060.fna,0.988811,0.8954767726161369,1
EHM043923.fna,EHM055692.fna,0.990235,0.9052567237163814,1
EHM043923.fna,EHM066268.fna,0.9890089999999999,0.910757946210269,1
EHM043923.fna,EHM079210.fna,0.962004,0.7756723716381418,1
EHM043923.fna,EHM081080.fna,0.989493,0.926039119804401,1
EHM043923.fna,EHM082134.fna,0.964761,0.8734718826405868,1
EHM043923.fna,EHM082624.fna,0.9891719999999999,0.906479217603912,1
EHM043923.fna,GCA_030131705.1.fna,0.9904540000000001,0.9339853300733496,1
EHM043923.fna,GCA_036957665.1.fna,0.985355,0.878361858190709,1
EHM043923.fna,GCA_046518655.1.fna,0.9859399999999999,0.8875305623471883,1
EHM043923.fna,GCA_046555535.1.fna,0.988667,0.9077017114914425,1
EHM043923.fna,GCA_046555695.1.fna,0.9886069999999999,0.9083129584352079,1
EHM043923.fna,GCA_046555735.1.fna,0.988089,0.9070904645476773,1
EHM043923.fna,GCA_046559175.1.fna,0.988518,0.8960880195599022,1
EHM043923.fna,GCA_047313245.1.fna,0.9869140000000001,0.8905867970660146,1
EHM043923.fna,GCA_050782755.1.fna,0.9895090000000001,0.9199266503667481,1
EHM043923.fna,GCA_054185985.1.fna,0.9870650000000001,0.8771393643031785,1
EHM043923.fna,GCA_054186025.1.fna,0.986818,0.8728606356968215,1
EHM043923.fna,GCF_014230105.1.fna,0.988099,0.910757946210269,1
EHM043923.fna,GCF_018138525.1.fna,0.9890760000000001,0.8954767726161369,1
EHM043923.fna,GCF_030131705.1.fna,0.9904540000000001,0.9339853300733496,1
EHM043923.fna,GCF_030357945.1.fna,0.988418,0.8948655256723717,1
EHM043923.fna,GCF_036957665.1.fna,0.985355,0.878361858190709,1
EHM043923.fna,GCF_046518655.1.fna,0.9859399999999999,0.8875305623471883,1
EHM043923.fna,GCF_046555535.1.fna,0.988667,0.9077017114914425,1
EHM043923.fna,GCF_046555695.1.fna,0.9886069999999999,0.9083129584352079,1
EHM043923.fna,GCF_046555735.1.fna,0.988089,0.9070904645476773,1
EHM043923.fna,GCF_046559175.1.fna,0.988518,0.8960880195599022,1
EHM043923.fna,GCF_047313245.1.fna,0.9869140000000001,0.8905867970660146,1
EHM043923.fna,GCF_050782755.1.fna,0.9895090000000001,0.9199266503667481,1
EHM043923.fna,GCF_054185985.1.fna,0.9870650000000001,0.8771393643031785,1
EHM043923.fna,GCF_054186025.1.fna,0.986818,0.8728606356968215,1
EHM050060.fna,EHM013856.fna,0.988083,0.8931159420289855,1
EHM050060.fna,EHM016687.fna,0.988456,0.8713768115942029,1
EHM050060.fna,EHM018416.fna,0.990817,0.8514492753623188,1
EHM050060.fna,EHM019588.fna,0.989028,0.8991545893719807,1
